"position_x","position_y","time_of_infected","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
5.68549565060613,15.1751144746632,3,2,2,3,4,4,1,6,7
6.5582534436268,19.2822176457195,2,2,2,3,4,4,8,6,8
5.38729922677773,14.9810717691798,3,2,2,3,4,4,1,6,7
5.84170599969198,17.5647819494842,1,2,2,3,4,4,8,6,8
6.76808475807813,18.2346520641696,1,2,2,3,4,4,8,6,8
7.0133793764166,17.4573643297801,0,2,2,3,4,4,8,6,8
7.41793896236093,18.3353308708308,2,2,2,3,4,4,8,6,8
9.08316227858127,16.781460212278,2,2,2,3,4,4,8,6,8
7.33409634387843,18.9216860495987,2,2,2,3,4,4,8,6,8
3.90915259456498,14.3542748864099,1,2,2,3,4,4,1,6,7
8.52186567350999,18.5517744488153,2,2,2,3,4,4,8,6,8
6.99639276867592,16.9836606768812,1,2,2,3,4,4,8,6,8
5.04714353406066,18.673650546762,2,2,2,3,4,4,1,6,7
15.2136882453081,15.6881466412621,3,1,1,1,2,2,6,7,10
18.945774862164,16.1946265821912,4,1,3,1,1,2,5,9,5
14.1780415649771,14.539598819771,5,1,1,1,2,2,6,7,10
15.8568508346588,14.1605685644918,4,1,1,1,1,2,6,7,2
16.6279857630957,15.3925750528879,5,1,1,1,1,2,5,9,2
17.975763228167,18.3364661692501,5,1,1,1,1,2,5,9,5
14.6603704790708,16.7469130880543,5,1,1,1,2,2,6,7,10
16.4793577573296,16.7971169096398,3,1,1,1,1,2,5,9,2
18.1835129080603,16.7434184238016,3,1,1,1,1,2,5,9,5
17.8501500890579,14.9180802811355,4,1,1,1,1,2,5,9,2
16.3432846288982,16.3599750039661,4,1,1,1,1,2,5,9,2
19.9285834306207,14.7680850474032,4,1,3,1,3,3,2,9,5
15.4422747580943,14.9365990628862,4,1,1,1,2,2,6,7,10
12.6855588048689,6.02112738467491,4,3,1,4,2,8,7,2,3
14.4907644992907,8.99953005194931,3,1,1,4,2,8,6,2,10
