"position_x","position_y","time_of_infected","xytmodes","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
22.3044187266077,9.81485507164159,2,2,3,3,5,5,4,1,8,1
18.8913363591092,6.19664532687556,1,2,3,3,5,5,4,1,8,7
17.9049727247489,8.87742473063897,2,2,3,3,5,5,4,1,8,7
20.0727262712691,15.5306609234663,1,2,3,3,5,5,4,1,8,1
23.5102460292905,6.61795016782044,3,2,3,3,5,5,4,1,8,1
19.3291561325171,7.4392468893316,0,2,3,3,5,5,4,1,8,1
21.4350585616877,7.82429335514549,1,2,3,3,5,5,4,1,8,1
16.1885259475496,11.4045903264844,4,2,3,3,5,4,4,2,8,7
17.3608174678857,10.1573385106461,3,2,3,3,5,5,4,1,8,7
15.3900385386718,8.09775447724781,3,2,3,3,5,4,7,2,10,2
18.1017018817871,11.16254899264,3,2,3,3,5,5,4,1,8,7
17.6097725758776,10.4929680721651,3,2,3,3,5,5,4,1,8,7
17.9864988905852,6.8848759117904,1,2,3,3,5,5,4,1,8,7
14.5337927457464,8.54479663625805,4,2,3,3,5,4,7,2,10,2
18.5878745740199,12.1098126838958,3,2,3,3,5,5,4,1,8,7
14.4719460857491,7.82937899167626,5,2,3,3,5,4,7,2,10,2
14.6443306099103,7.24893178413712,4,2,3,3,5,4,7,2,10,2
20.5538249849961,10.3707940634904,-1,2,3,3,5,5,4,1,8,1
16.1551005569008,5.11951133189865,4,2,3,3,5,4,7,2,10,7
19.7991453237546,6.26618304472837,2,2,3,3,5,5,4,1,8,1
0.496017402483403,6.99387740839923,2,1,2,2,4,2,5,5,5,10
1.93267146582152,8.98846532225055,4,1,2,2,4,2,5,7,3,9
6.73688141165464,13.8053757266214,4,1,2,1,2,1,2,4,4,4
6.63823555559662,8.5127766605409,3,1,2,1,4,1,5,4,1,4
-0.978062979749501,8.73992062215218,4,1,2,2,4,2,5,5,5,10
6.10355758567187,16.210063281581,5,3,1,1,2,1,2,3,6,8
7.93635776131357,12.722644313451,4,1,2,1,4,3,2,4,4,4
5.43380229280927,6.51558579811324,4,1,2,2,4,1,5,3,1,8
1.03039796084746,9.95749877920127,4,1,2,2,4,2,5,5,3,10
-0.084090471195136,8.44096562123624,3,1,2,2,4,2,5,5,5,10
1.14233197510915,6.05010272255914,1,1,2,2,4,2,5,5,5,10
7.24078361349514,4.78366800520321,4,1,2,1,4,1,5,4,1,4
6.4050040679941,11.1331608593448,4,1,2,1,4,1,2,4,4,4
0.552678314099687,7.67186198032229,3,1,2,2,4,2,5,5,5,10
