"position_x","position_y","time_of_infected","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
14.8440535254106,29.0612017981741,3,3,3,2,4,5,1,10,9
12.6897397961199,22.0449855898824,3,3,3,5,4,5,1,5,1
14.7913008803405,27.7128873726971,4,3,3,2,4,5,1,10,9
15.4692081627555,23.0315182232608,1,3,3,5,2,7,6,4,9
11.053640129328,25.5916050105521,3,3,1,5,4,5,8,5,1
15.6320988713224,19.7310936449026,0,3,3,5,2,7,6,4,9
16.2494239364019,24.6978787664043,2,3,3,2,2,7,6,4,9
18.6171350526292,24.297723453322,4,3,3,2,2,7,7,4,4
11.5031094159512,25.8343996382783,2,3,1,5,4,5,8,5,1
13.6177882493679,21.6297640823048,2,3,3,5,4,5,1,5,1
14.5872710136756,17.183347603878,2,3,3,5,4,6,1,6,9
10.1297065708289,24.6340631737606,3,3,1,5,4,5,8,5,5
15.8331839724113,21.4857173381661,2,3,3,5,2,7,6,4,9
16.9128187337179,23.4354371871664,2,3,3,2,2,7,6,4,4
14.4594803789449,22.3902262401562,2,3,3,5,4,7,1,4,9
12.7120660171853,23.7438132839893,3,3,3,5,4,5,1,5,1
13.5358330483864,24.0732570344906,3,3,3,5,4,5,1,5,1
18.3870501884638,20.5827967226132,1,3,3,5,2,7,6,4,4
13.0297018413775,22.7352637898236,2,3,3,5,4,5,1,5,1
12.6444114539346,24.8632167323313,3,3,3,5,4,5,1,5,1
5.65606215171868,10.5892998576549,5,1,1,4,1,8,4,8,3
11.1915752076245,17.5735608499653,4,1,1,5,4,6,8,2,2
1.37104875641479,11.638662170659,-1,1,1,4,1,8,4,7,3
11.9112791547831,12.6856502531333,3,1,1,4,4,6,8,2,1
7.44420372051142,11.3596452605814,4,1,1,4,1,8,4,8,6
9.0697151344417,7.6237540713733,3,1,1,4,1,8,8,8,5
10.7290508396865,11.5033586919354,6,1,1,4,4,6,8,8,2
9.35612907576296,15.2242214326733,3,1,1,4,1,6,8,2,5
8.54731866986978,12.2601287838655,6,1,1,4,1,8,8,8,6
7.40450630164439,8.51088497288225,5,1,1,4,1,8,4,8,6
5.68984637454486,16.722358997601,3,1,1,4,1,8,4,7,3
8.37214297896963,11.1202967163391,4,1,1,4,1,8,8,8,6
7.62517927148721,11.5038213204181,3,1,1,4,1,8,4,8,6
5.61009906463425,10.6146913920978,5,1,1,4,1,8,4,8,3
3.52823773299958,12.3551989530531,4,1,1,4,1,8,4,7,3
9.57928776935828,10.6212688304133,5,1,1,4,1,8,8,8,5
5.74202831321529,8.53062164709823,4,1,1,4,1,8,4,8,3
7.887001858694,15.0859123729882,2,1,1,4,1,8,4,2,6
3.73700657389447,14.380318272367,3,1,1,4,1,8,4,7,3
5.50913651429815,12.0605281113061,6,1,1,4,1,8,4,7,3
19.4442326365774,-0.0376252899718119,4,2,3,1,2,1,7,9,7
19.4555331540682,4.29152051752864,4,2,3,1,2,1,7,9,7
13.0782165922137,5.08597325054393,6,1,3,1,4,4,1,3,2
20.4015816952823,6.56150520861605,6,2,3,1,2,1,7,9,7
19.3104852030406,1.03208207898489,3,2,3,1,2,1,7,9,4
13.6101065140487,0.568683096326373,6,2,3,1,4,4,1,3,2
19.9726447956864,0.0172719605561082,5,2,3,1,2,1,7,9,7
11.903851656526,2.48345033985625,5,1,1,1,4,4,8,3,2
11.4557813552935,2.80642827122701,6,1,1,1,4,4,8,3,2
16.3579662694474,3.99153580342499,2,2,3,1,2,4,6,3,9
21.1845342244167,-1.61376039081945,6,2,3,1,5,1,7,9,7
15.5736454127278,0.175129171523371,4,2,3,1,2,4,1,3,9
16.5070438422075,1.48525279064992,7,2,3,1,2,4,1,3,10
20.3233169136015,-0.384855878453916,5,2,3,1,2,1,7,9,7
20.5779447703069,0.963959475857216,4,2,3,1,2,1,7,9,7
14.8088763006013,2.96326611205597,3,2,3,1,4,4,1,3,9
22.1550774850677,-3.23778804702289,6,2,2,1,5,1,7,9,7
15.275019210642,0.42769050025159,5,2,3,1,4,4,1,3,9
15.2119697843032,2.32024017064238,4,2,3,1,4,4,1,3,9
17.904890502515,-3.1003485447592,4,2,3,1,2,1,6,9,4
18.3713807449744,22.5969150216277,3,3,3,2,2,7,6,4,4
17.8179466808683,12.656980156733,9,1,3,5,2,6,7,6,10
17.0801767101388,18.2333096838427,3,3,3,5,2,7,6,6,4
16.1835893973753,24.6034129750113,2,3,3,2,2,7,6,4,9
15.6093011160006,21.8000521928864,3,3,3,5,2,7,1,4,9
16.5591857452102,22.8672715966146,2,3,3,5,2,7,6,4,9
14.7418937129763,28.9656846241418,3,3,3,2,4,5,1,10,9
18.069454772945,24.2066974630008,2,3,3,2,2,7,6,4,4
19.9040600825715,27.694521582123,3,3,3,2,2,7,7,10,7
11.2992646225862,25.1647809869747,3,3,1,5,4,5,8,5,1
18.8029866536718,20.3606829788904,2,3,3,5,2,7,6,4,4
17.4414430797392,26.3863128417276,3,3,3,2,2,7,6,10,4
17.5662783507374,23.7628364638136,1,3,3,2,2,7,6,4,4
21.6812419430675,24.0397952095677,4,3,3,2,5,7,7,4,7
15.9252416665943,26.6158728372373,2,3,3,2,2,5,6,10,9
15.3082079258424,23.4349766889458,2,3,3,5,4,7,1,4,9
8.98983533752247,23.7728288784138,3,3,1,5,1,5,8,5,5
19.7666577443756,25.5777274145604,4,3,3,2,2,7,7,10,7
13.0841119951332,25.9764239778316,3,3,3,5,4,5,1,5,1
14.2475486299901,20.8617990409314,3,3,3,5,4,7,1,4,9
26.3923100759415,5.1586030703438,3,2,2,3,5,2,2,1,8
29.5164936274512,5.28537555324969,7,2,2,3,3,3,5,1,8
25.9679763261448,-0.185990004227176,6,2,2,3,5,2,2,1,8
26.1055431465446,4.35831677133072,4,2,2,3,5,2,2,1,8
27.9070206478733,2.96843066961808,4,2,2,3,3,2,3,1,8
31.4858308838517,6.45091788740787,7,2,2,3,3,3,5,1,8
28.1189291140773,5.24868113405273,6,2,2,3,3,3,3,1,8
29.5098052872209,8.25758873872099,5,2,2,3,3,3,3,1,8
27.6421128609017,1.32029440648907,5,2,2,3,3,2,3,1,8
29.3863918357032,1.47306416512965,5,2,2,3,3,2,3,1,8
22.7661668350249,3.78107374284479,5,2,2,3,5,1,7,9,7
25.7369043052113,1.48662205547093,6,2,2,3,5,2,2,1,8
31.6448880213276,2.99794217242166,5,2,2,3,3,3,5,1,8
24.2147699816233,5.90583737971332,4,2,2,3,5,2,2,1,7
28.886480626015,2.03139959296475,5,2,2,3,3,2,3,1,8
27.1588623571047,0.576316154588183,6,2,2,3,3,2,2,1,8
26.7349606284648,4.94846868806757,3,2,2,3,5,2,2,1,8
26.1101575801408,6.66471757690578,5,2,2,3,5,3,2,1,8
26.5105220931139,9.22319406281,7,2,2,3,5,3,2,1,8
30.2111716046084,6.96039614111653,6,2,2,3,3,3,5,1,8
