"position_x","position_y","time_of_infected","xytmodes","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
27.5550207430878,12.1975619440797,7,3,1,1,2,3,5,6,8,4
25.208834933123,8.187943321766,5,3,1,1,2,2,5,6,10,9
29.7020651602005,4.7887168301347,7,3,1,1,2,3,5,6,10,4
26.5144208104876,8.64240973616582,5,3,1,1,2,3,5,6,10,9
22.154735823774,6.71495781554566,4,3,1,1,2,2,8,4,10,9
20.390371402331,13.4769659118852,0,4,1,2,3,2,8,4,5,7
25.6544422422328,4.40890104358241,3,3,1,1,2,2,5,6,10,9
33.3646372894427,10.8182744082058,7,3,1,1,2,1,5,6,8,4
23.2281387366814,12.739010373195,6,3,1,1,2,2,8,6,8,9
24.0674645156485,10.5058756706516,6,3,1,1,2,2,8,6,8,9
27.9260457453897,9.48052697827046,7,3,1,1,2,3,5,6,8,4
28.9153860085095,12.1858870150594,6,3,1,1,2,3,5,6,8,4
25.1945783396154,7.77129144866112,6,3,1,1,2,2,5,6,10,9
28.925335430375,6.88154921969784,5,3,1,1,2,3,5,6,10,4
26.4416661770615,10.0742764357104,6,3,1,1,2,3,5,6,8,9
29.3034042804696,6.41781857700064,6,3,1,1,2,3,5,6,10,4
24.3420170797239,8.03078348853344,6,3,1,1,2,2,5,6,10,9
29.3508061592738,11.8198609254674,7,3,1,1,2,3,5,6,8,4
27.2235399639384,10.7529280340534,8,3,1,1,2,3,5,6,8,4
27.4543776256767,4.27990942357569,6,3,1,1,2,3,5,6,10,4
10.4455784204759,-3.39790352102469,7,1,3,3,5,4,4,3,4,10
16.4362447262897,-3.75877862248524,8,1,3,2,5,5,3,8,4,7
6.9367245024374,-2.53917515579041,7,1,3,3,5,4,4,1,4,8
18.2497072228692,-0.233614679121647,9,1,3,2,5,5,3,8,4,7
10.9565734230379,0.741333609255572,8,1,3,3,5,4,6,7,4,2
10.4774970175804,-0.829273107125352,8,1,3,3,5,4,6,3,4,2
9.72999083227883,-1.46903355679766,6,1,3,3,5,4,4,3,4,10
10.9519963463189,1.95568885730145,7,1,3,3,5,4,6,7,4,2
13.6772030083648,-2.27426864438459,8,1,3,2,5,5,6,2,4,3
9.62098657116596,0.938363140436138,8,1,3,3,5,4,6,3,4,10
17.49661512865,3.58715933301227,7,4,3,2,3,5,3,8,5,7
11.8892519549796,-2.21054427814313,7,1,3,3,5,4,6,7,4,2
12.9838905239548,1.88961721041401,7,1,3,3,5,4,6,2,4,3
5.22575791023677,-1.2054645747903,5,1,3,3,5,4,4,1,4,8
13.2593709112721,0.945288627077733,8,1,3,2,5,5,6,2,4,3
12.113315125917,2.10807434988125,8,1,3,3,5,4,6,7,4,2
12.7810771633281,1.0165082811379,7,1,3,3,5,4,6,2,4,3
13.5351981887812,1.77951361329835,5,1,3,2,5,5,6,5,4,1
8.52046102340114,-2.35077093726686,8,1,3,3,5,4,4,3,4,10
12.2758802546598,-0.243023265260379,8,1,3,3,5,4,6,7,4,2
10.9177054030982,18.5428719703753,5,2,2,3,1,4,7,3,3,6
12.6869561182096,17.6828235689595,6,2,2,3,1,4,7,7,3,5
9.89578529175428,21.7828262320682,4,2,2,3,4,4,2,3,6,6
15.4558569851008,19.3098535590762,6,2,2,2,1,5,2,8,7,7
9.94825748299121,24.5540405100629,7,2,2,3,4,4,2,3,2,10
14.1227884612477,20.066417586897,6,2,2,2,1,5,2,2,7,3
14.4904406486225,20.362281121551,7,2,2,2,1,5,2,2,7,3
10.2195497910172,16.5460122722951,6,2,2,3,1,4,7,3,9,6
13.4364722116762,23.4844039506473,7,2,2,2,4,5,2,2,2,3
15.6396667854634,20.7873280602445,6,2,2,2,1,5,2,8,7,7
8.97178663265512,15.1340264314368,6,2,2,3,1,4,7,3,9,10
6.34760361171784,18.884708513691,5,2,2,3,1,4,7,1,6,8
11.4789174148317,21.0596865720999,6,2,2,3,4,4,2,7,1,5
11.3104528390542,19.4660966540286,7,2,2,3,1,4,7,7,1,2
12.4092788988848,20.3334415742477,6,2,2,3,1,4,2,7,1,5
9.12556390910293,23.6517998995709,5,2,2,3,4,4,2,3,6,6
15.6257573568531,22.1402422115063,8,2,2,2,4,5,2,8,7,3
12.8690253535002,22.8598647858931,7,2,2,3,4,4,2,2,2,3
11.2251566689553,17.5515274485374,6,2,2,3,1,4,7,7,3,5
12.3479339587115,20.1558350045638,6,2,2,3,1,4,2,7,1,5
10.6294673598639,25.0971895219408,6,2,2,3,4,4,2,3,2,6
14.6648644881475,24.6610356268167,8,2,2,2,4,5,2,2,2,3
10.7283341129765,22.0973391113318,5,2,2,3,4,4,2,3,1,6
15.0741952277207,21.4100245366604,7,2,2,2,1,5,2,8,7,3
10.8241058173357,17.548285491103,5,2,2,3,1,4,7,3,3,6
7.58653025794328,22.2698422037321,5,2,2,3,4,4,7,1,6,8
12.1455089035113,23.2755658587047,7,2,2,3,4,4,2,7,2,2
11.6923398276597,21.4223640906451,5,2,2,3,4,4,2,7,1,5
11.8796850021026,24.2138224919551,7,2,2,3,4,4,2,7,2,2
16.1350322226932,20.8980094558273,7,2,2,2,1,5,2,8,7,7
11.6583781020624,17.928796079138,6,2,2,3,1,4,7,7,3,5
7.59312994461365,22.6782563666593,4,2,2,3,4,4,7,1,6,8
10.1672357898421,25.1664541004355,7,2,2,3,4,4,2,3,2,10
8.39731581066592,21.4281448415195,7,2,2,3,4,4,7,3,6,10
13.3878557284889,19.9893975719917,7,2,2,2,1,5,2,2,1,3
13.5120470178962,23.0499971029694,7,2,2,2,4,5,2,2,2,3
10.9965504842842,15.5764614360972,5,2,2,3,1,4,7,3,9,6
7.63103840016293,22.4980315572101,5,2,2,3,4,4,7,1,6,8
12.227170893342,18.2867668813852,5,2,2,3,1,4,7,7,3,5
12.0716679397553,26.7192353919494,5,2,2,3,4,4,2,7,2,5
13.7367730318284,8.01979483541417,4,4,3,2,3,5,1,5,5,1
19.1421900995659,9.4953847796777,6,4,1,2,3,5,8,4,5,7
13.4624879140361,11.3527030086808,4,4,3,2,3,5,1,5,5,1
11.155493376045,5.05563428273769,8,1,3,3,5,4,6,7,4,2
16.6901110253454,10.2914498613211,3,4,3,2,3,5,1,4,5,7
14.4179023525793,9.17742531046596,4,4,3,2,3,5,1,5,5,1
15.5247046067975,7.43350682751004,5,4,3,2,3,5,1,8,5,7
16.402147990855,8.54266603297302,2,4,3,2,3,5,1,4,5,7
14.8309230859025,8.94977838841575,3,4,3,2,3,5,1,5,5,1
16.7300165746934,7.75838917856785,3,4,3,2,3,5,1,4,5,7
23.9376062216881,14.0135309418871,5,3,1,1,2,2,8,6,8,9
16.0047496345413,2.09816194879278,6,1,3,2,5,5,3,8,4,7
15.0129833527182,11.0409273018705,4,4,3,2,3,5,1,5,5,1
14.5211246015291,9.59069422676779,4,4,3,2,3,5,1,5,5,1
12.3934991746739,8.12788045398117,3,4,3,3,3,4,1,5,5,1
18.3839286861499,9.06312305779808,3,4,1,2,3,5,1,4,5,7
15.4695596333023,7.2899563145991,5,4,3,2,3,5,1,8,5,7
12.3243098915921,9.04807416779113,6,4,3,3,3,4,1,7,5,5
10.2312517105438,13.5192992127426,5,2,2,3,1,4,7,3,9,6
17.5300740316366,14.27721476398,7,4,2,2,3,5,8,8,5,7
