"position_x","position_y","time_of_infected","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
2.46778917247519,7.70468524318714,3,3,3,3,1,6,7,4,7
4.25864534924223,5.75496518091817,2,3,3,3,2,6,8,4,4
4.81941304989389,2.79980704463995,4,3,3,3,2,2,8,6,4
4.85178445664789,5.10178366897799,2,3,3,3,2,6,8,4,4
-0.616697302689017,5.32838852373829,1,3,3,3,1,6,5,10,7
-0.49481262239645,4.98875248811966,0,3,3,3,1,6,5,10,7
8.74148620196607,3.63846600796199,3,3,1,2,3,3,3,2,10
6.47510114596159,7.39583366338943,3,3,3,3,2,5,3,5,4
1.92825215934074,5.43218057508867,3,3,3,3,1,6,7,4,7
1.8418361323833,6.66773994566161,3,3,3,3,1,6,7,4,7
6.98798334828408,4.90271203238238,3,3,3,3,2,5,3,2,10
5.04473260831549,2.06230324256135,3,3,3,3,2,2,8,6,4
3.58741805884667,7.29444219494359,2,3,3,3,2,6,8,4,4
-0.310036354287853,2.08198965339295,3,3,3,3,1,2,5,10,7
4.9512097513052,4.3029661681807,1,3,3,3,2,2,8,6,4
3.72351740787874,7.19918811905744,3,3,3,3,2,6,8,4,4
2.85508238796584,1.81307081563976,2,3,3,3,1,2,7,6,7
5.32175215853276,2.28425337715015,4,3,3,3,2,2,8,6,4
1.00959765661692,2.15586655946596,5,3,3,3,1,2,7,10,7
4.1246040259187,3.23042121022391,2,3,3,3,2,2,8,6,4
13.4198112470492,4.00578730384398,4,3,1,2,4,3,1,7,3
13.7439652673711,4.17436554260005,5,3,1,2,4,3,1,7,3
8.1695209634158,4.17793539196086,3,3,1,2,3,3,3,2,10
9.38550341804498,-1.6783042699129,4,3,1,2,3,3,6,1,10
10.6710666979398,-0.00457332890351381,5,3,1,2,3,3,6,1,2
12.2672754307508,3.4440208950208,3,3,1,2,3,3,6,7,3
9.39115209260469,-0.741475529516496,5,3,1,2,3,3,6,1,10
12.0461842964002,-2.82050054879205,7,3,1,2,3,1,6,1,2
16.1780113732954,-2.53154285707239,5,3,2,2,4,1,4,7,9
8.12891754827498,-1.85465678483932,5,3,1,2,3,3,3,1,10
11.1075854182075,2.06663926888979,4,3,1,2,3,3,6,7,2
8.54277040664578,3.55123917824118,3,3,1,2,3,3,3,2,10
13.5517724891797,2.05129429943632,4,3,1,2,4,3,1,7,3
9.54622187078044,-0.670167102286772,5,3,1,2,3,3,6,1,10
9.49473202474725,2.9233180402121,4,3,1,2,3,3,6,2,10
8.42280155813087,2.38172687328052,4,3,1,2,3,3,3,2,10
11.0480894814272,-0.163493442730892,4,3,1,2,3,3,6,1,2
16.6565104940126,-2.57874165999575,4,3,2,2,4,1,4,7,9
9.48059329151614,1.12162944438935,4,3,1,2,3,3,6,1,10
11.2296489508506,2.55294003703833,4,3,1,2,3,3,6,7,2
4.59344103914982,5.9108356628234,2,3,3,3,2,6,8,4,4
4.90001746342915,8.34955563130406,2,3,3,3,2,5,8,3,4
3.95570109246812,6.93512816247049,3,3,3,3,2,6,8,4,4
9.96604632155997,7.199974724008,3,3,1,2,3,5,6,5,10
6.37335389240077,10.7335061950358,3,3,3,3,2,5,3,3,4
3.5616390371247,1.57785041907878,3,3,3,3,2,2,8,6,4
4.58449482983316,7.02607810543448,3,3,3,3,2,6,8,4,4
8.10119777864469,8.3964956350661,3,3,1,3,3,5,3,5,10
5.16230183585507,8.8611159590643,3,3,3,3,2,5,8,3,4
3.1258323021115,7.66719242408014,3,3,3,3,1,6,7,4,7
6.63914730587138,5.26105533304796,2,3,3,3,2,5,3,2,4
2.30997446314542,3.00723734864286,3,3,3,3,1,2,7,10,7
5.35545496169197,10.2589080202765,4,3,3,3,2,5,8,3,4
2.53655347698147,5.78044719377739,2,3,3,3,1,6,7,4,7
8.52379544810695,3.54868517655814,2,3,1,2,3,3,3,2,10
2.02419050428609,4.29188110875174,4,3,3,3,1,2,7,10,7
2.62346734106172,9.2932802182576,3,3,3,3,1,6,7,3,7
4.24686505570352,5.52158286905932,3,3,3,3,2,6,8,4,4
1.59553294261473,6.87013243028422,2,3,3,3,1,6,7,4,7
8.47552860635867,7.12624257209054,4,3,1,3,3,5,3,5,10
14.4898046872117,17.9463178207456,6,2,1,1,4,4,1,9,8
16.7186431556642,29.6449053182771,9,2,2,5,4,7,4,9,6
15.3749052971475,20.5490607839964,5,2,1,5,4,4,1,9,8
16.5730724695504,21.6508734257001,4,2,2,5,4,4,4,9,9
14.4225004399457,23.0909615457003,5,2,1,5,4,7,1,9,8
20.6784751853697,26.5089999585371,7,2,2,5,5,7,2,9,5
19.8238114447604,24.7524282064455,6,2,2,5,5,7,4,9,5
17.2001589068147,19.1306662804794,4,2,2,5,4,4,4,9,9
17.3501805670547,20.5982822223504,3,2,2,5,4,4,4,9,9
14.2720649350302,19.5744154008979,7,2,1,5,4,4,1,9,8
17.3450263303596,24.4282311057722,5,2,2,5,4,7,4,9,9
14.711241617537,21.4382012338414,4,2,1,5,4,4,1,9,8
18.3526169172256,24.6241550862943,6,2,2,5,4,7,4,9,6
16.5635863964146,23.8398057486491,5,2,2,5,4,7,4,9,9
15.9236313978164,19.2318146841288,5,2,2,5,4,4,1,9,9
19.3601006139655,20.657756054841,6,2,2,5,4,4,4,9,6
17.9993323395823,24.5872933262162,5,2,2,5,4,7,4,9,6
20.5328850084203,23.5126958353411,7,2,2,5,5,7,2,9,5
13.1557708931371,22.0416290005657,5,2,1,5,4,4,1,9,3
14.9429670176925,24.2427694954619,6,2,1,5,4,7,1,9,8
25.5772353032384,20.448741321737,9,1,2,4,5,8,2,8,1
24.9001591014835,12.8809297324375,-1,1,2,4,5,8,2,8,1
27.3302145363116,11.7353810778105,-1,1,2,4,5,8,2,8,1
18.2367222190352,11.708173842096,5,1,2,1,4,8,4,8,6
20.4997115419068,13.7821687714866,4,1,2,1,5,8,2,8,5
23.6782554170867,16.0514651840379,6,1,2,4,5,8,2,8,1
22.3494277268961,17.5667392946701,6,1,2,4,5,8,2,8,5
22.7521957100299,15.3331627049815,7,1,2,4,5,8,2,8,5
17.8563936895776,12.6467660160306,6,1,2,1,4,8,4,8,6
21.4790868538685,16.3946832455184,7,1,2,4,5,8,2,8,5
17.5652403979987,16.1163959994816,5,1,2,1,4,4,4,8,9
24.1246267131947,14.4727972337273,5,1,2,4,5,8,2,8,1
18.1992600485992,10.9597755065465,7,1,2,1,4,8,4,8,6
20.4702501690231,19.9151130035554,4,2,2,5,5,4,2,9,5
25.3981464259818,15.5161898386712,6,1,2,4,5,8,2,8,1
15.8620292616476,16.0471815471979,4,1,2,1,4,4,1,8,9
20.4165421173325,20.2468787114641,5,2,2,5,5,4,2,9,5
22.0845800800992,18.4364716554074,7,1,2,4,5,8,2,8,5
18.6470755306439,16.1324639543616,7,1,2,1,4,4,4,8,6
25.0560762294722,18.7286555017244,5,1,2,4,5,8,2,8,1
