"position_x","position_y","time_of_infected","xytmodes","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
6.39262109077155,-1.24129442480896,2,2,3,2,1,1,8,3,6,10
11.9139874092785,2.5650242415011,4,2,3,1,1,4,5,2,4,1
8.60913918599231,2.70303078406615,3,2,3,2,1,1,5,3,8,4
6.18435099677195,-0.516716213066952,3,2,3,2,1,1,8,3,6,10
12.0494964561239,1.08819951241489,4,2,3,1,1,4,5,2,4,1
7.80399641070926,0.0837591758854357,0,2,3,2,1,1,8,3,6,4
6.67910456827161,-1.97738395966513,3,2,3,2,1,1,8,3,6,10
10.0924313868519,2.66114087399849,4,2,3,1,1,5,5,6,8,9
16.1254018380628,3.77522164493908,3,2,3,3,4,2,7,5,10,7
10.5028425883032,1.27862958473669,2,2,3,1,1,5,5,4,8,6
11.0752994342258,1.1320349952309,3,2,3,1,1,5,5,4,4,6
11.5965772971058,-1.64879334913978,2,2,3,1,1,4,8,4,4,6
12.430984789129,2.07003489046609,4,2,3,1,1,4,5,2,4,2
11.0445044449989,3.6326048717122,3,2,3,1,1,5,5,4,8,6
8.89032408641678,1.22863832430324,2,2,3,2,1,1,8,3,8,4
10.0177943989903,2.42227953047048,4,2,3,1,1,5,5,6,8,9
7.76904387112637,3.53123708810534,3,2,3,2,1,1,5,3,8,4
13.7402272164719,0.249098067323042,4,2,3,1,1,2,5,1,4,5
12.5338600772149,2.88151454561713,3,2,3,1,1,4,5,2,4,2
8.46757889308899,0.916827830128419,1,2,3,2,1,1,8,3,6,4
8.92194380644951,-0.932712468879877,2,2,3,2,1,1,8,3,6,4
10.8588780959906,-1.57006689079188,3,2,3,1,1,5,8,4,6,6
5.28101253919874,-2.36446621516287,4,2,3,2,1,1,8,3,6,10
11.8146631795212,3.17045195660399,4,2,3,1,1,4,5,2,4,1
9.38129955361417,4.07808773301761,3,2,3,2,1,5,5,6,8,4
12.6963850739118,3.30009246912265,3,2,3,1,1,4,5,2,4,2
11.0627929213276,3.89546663555696,3,2,3,1,1,5,5,4,8,6
13.4981889326143,1.22802996433158,5,2,3,1,1,4,5,1,4,5
6.86141439716858,1.21452437811675,2,2,3,2,1,1,8,3,6,10
7.42867180490644,3.93851374265358,5,2,3,2,1,1,5,3,8,4
12.53617265184,4.63334662515921,3,2,3,1,4,4,7,2,9,2
9.57073329126046,1.00961511759631,2,2,3,2,1,5,5,6,8,4
10.2814100401295,-1.31429833658115,3,2,3,1,1,5,8,4,6,6
13.4696822166376,3.27130722264211,4,2,3,1,1,4,7,1,4,5
9.50364545815495,7.59918811672731,4,2,1,2,4,5,4,6,7,9
14.1952052565323,11.7646901868598,4,1,1,3,5,2,2,1,2,5
11.1467062830795,6.38806504976605,4,2,1,1,4,5,4,4,9,1
18.0463360393799,10.7500277768853,6,1,1,3,2,3,6,8,3,3
15.2327995944063,12.06301463591,5,1,1,3,5,2,2,5,3,7
15.5687404654798,11.8214832676404,6,1,1,3,5,2,2,5,3,7
11.9786831801158,12.3262949488673,5,1,1,1,5,4,2,7,2,8
