"position_x","position_y","time_of_infected","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
23.7989980009963,22.9014067378772,2,1,1,4,2,1,6,5,1
26.2034392539024,21.8002431170549,2,1,1,1,2,1,3,5,7
25.9995162794919,24.0927176835239,1,1,1,4,2,1,3,1,7
24.968693296768,23.1658747351005,2,1,1,4,2,1,3,5,9
25.3394586476582,25.8738274335898,1,1,1,4,2,1,3,1,9
26.9101083543339,24.4354718980983,0,1,1,5,3,1,3,1,7
25.6347350416115,24.5559682914072,1,1,1,4,2,1,3,1,7
30.3411806141863,24.6730941117801,3,1,1,5,3,1,5,1,10
26.7268728235785,23.3539818821154,1,1,1,1,3,1,3,5,7
24.0390667658848,23.4121723374203,1,1,1,4,2,1,6,5,9
28.379301136291,23.7727537552833,2,1,1,1,3,1,5,1,10
26.5053306325033,23.1172615359365,2,1,1,1,3,1,3,5,7
27.3768942701726,24.5870804203733,2,1,1,5,3,1,5,1,6
27.2858964024658,23.9168990837625,1,1,1,1,3,1,3,1,6
28.4570273969317,24.9462393195663,2,1,1,5,3,1,5,1,10
22.7444868936314,20.6659714954353,3,1,1,4,2,1,6,5,1
26.3187750058395,28.1547433083731,3,1,1,5,2,1,3,1,7
28.5086273867689,25.3404573234636,3,1,1,5,3,1,5,1,10
28.9567594701201,22.0202659023612,3,1,1,1,3,1,5,5,10
23.2655704113178,25.3118184958943,2,1,1,4,2,1,6,1,1
27.9509866131303,25.9335857683606,2,1,1,5,3,1,5,1,6
27.5668182923306,21.7386215641986,2,1,1,1,3,1,5,5,6
25.6861488539231,24.9846651507425,1,1,1,4,2,1,3,1,7
25.2249090488066,25.2407552667777,2,1,1,4,2,1,3,1,9
26.8602497368974,22.5828462383096,2,1,1,1,3,1,3,5,6
26.8408685673931,22.249368836998,1,1,1,1,3,1,3,5,7
28.6201618286928,22.7586825455508,3,1,1,1,3,1,5,5,10
29.0207269652361,25.9143919114366,1,1,1,5,3,1,5,1,10
25.7299621976911,24.0580061274652,2,1,1,4,2,1,3,1,7
25.8589593882515,24.0394164260029,2,1,1,4,2,1,3,1,7
28.4570992442483,21.8268242298783,2,1,1,1,3,1,5,5,10
23.4133213168764,26.6726621512508,2,1,1,4,2,1,6,1,1
24.6248490810021,23.6686057726753,1,1,1,4,2,1,3,5,9
27.443923551844,21.7039343819096,3,1,1,1,3,1,5,5,6
19.5289706763815,3.07386696391412,4,3,3,3,1,3,1,4,3
20.4948769235849,4.13033585657042,5,3,3,3,1,6,2,2,3
18.8738094386461,2.71047687570747,5,3,3,3,1,3,1,4,8
18.5999040835149,2.487011227198,5,3,3,3,1,3,1,4,8
18.8751342443711,3.88629980238559,6,3,3,3,1,3,1,4,8
15.3494438755514,2.34264269253193,6,3,3,3,4,8,4,8,2
19.7814778275853,6.86481346272564,6,3,3,3,1,6,1,2,3
20.6464334165588,2.36965871786041,6,3,3,3,1,4,2,10,3
15.9828220134519,0.279725918362569,6,3,3,3,4,8,4,8,8
16.9265000351732,5.53546987318535,5,3,3,3,4,3,4,3,8
19.2563386553735,3.34297713998625,5,3,3,3,1,3,1,4,3
18.8333422188476,4.60783863312414,5,3,3,3,1,3,1,2,8
15.467272004209,1.64236511233778,7,3,3,3,4,8,4,8,2
20.3755880809029,4.3170843314988,5,3,3,3,1,6,2,2,3
21.1416935330738,1.30721505885922,7,3,3,3,1,4,2,10,3
21.8803684453246,2.79439337980293,5,3,3,3,1,4,2,10,5
21.0092296824033,2.55439756970916,6,3,3,3,1,4,2,10,3
19.8429337593492,4.03185665450053,5,3,3,3,1,6,1,2,3
14.2630667385392,0.146991956911016,6,3,3,3,4,8,4,8,2
16.9823421265542,4.32159247314285,6,3,3,3,4,3,4,3,8
18.7024144649998,5.28957426364155,5,3,3,3,1,6,1,2,8
18.0950671810825,1.68003550214051,6,3,3,3,1,3,1,4,8
20.7004962486169,4.77672317713599,4,3,3,3,1,6,2,2,5
17.8685335356923,0.66398113544185,6,3,3,3,1,8,1,4,8
20.2857785068541,4.87425055222172,5,3,3,3,1,6,2,2,3
21.9901423066179,6.32502151383401,3,3,3,3,1,6,6,2,5
21.3641462303724,1.47884390349564,6,3,3,3,1,4,2,10,3
16.7394457301504,5.32587658035687,5,3,3,3,4,3,4,3,8
21.9024945194076,3.97564266595054,4,3,3,3,1,4,2,10,5
20.3175367145955,5.84864055891656,6,3,3,3,1,6,2,2,3
17.0061046167022,2.72105442208821,4,3,3,3,4,3,4,4,8
15.4212562141198,5.28779641802162,6,3,3,3,4,3,4,3,2
18.3919733209135,1.78369374977079,6,3,3,3,1,3,1,4,8
8.78994159367888,23.5690797481914,4,2,2,2,5,7,8,7,4
9.04944635999628,23.5026356062109,5,2,2,2,5,7,8,7,4
11.4168475816759,22.7357306476836,3,2,2,2,5,2,8,9,2
9.16587249697012,28.7173815052381,2,2,2,2,5,5,8,6,4
7.66312277098258,26.1649783066046,3,2,2,2,5,5,7,6,4
8.67224150655464,24.0617774909649,4,2,2,2,5,7,8,7,4
8.2017635316718,23.8848354089285,5,2,2,2,5,7,7,7,4
7.28664501733208,23.5578061403456,4,2,2,2,5,7,7,7,4
12.8591324665803,22.324799724751,3,2,2,2,4,2,4,9,2
7.68541868977613,25.509337383027,5,2,2,2,5,5,7,6,4
6.58114524648319,25.1901929892975,5,2,2,2,5,5,7,7,4
5.99409893433505,23.3772453426609,5,2,2,2,5,7,7,7,4
7.59801564495086,23.1039365565821,4,2,2,2,5,7,7,7,4
9.39216690635668,24.1183833333398,4,2,2,2,5,7,8,7,4
7.22882384886953,22.8506427945653,5,2,2,2,5,7,7,7,4
6.13635934627585,28.4610458995588,6,2,2,2,5,5,7,6,4
8.82905179304506,24.3596227137549,4,2,2,2,5,7,8,7,4
11.9327639797882,25.7350516870875,4,2,2,2,4,2,8,9,2
9.28662829235931,24.6281079496099,3,2,2,2,5,7,8,7,4
9.8749397535821,26.4033303718474,3,2,2,2,5,5,8,6,4
9.53923013529192,28.0983895072376,5,2,2,2,5,5,8,6,4
10.2775042381123,25.4184296634764,5,2,2,2,5,5,8,6,4
6.74861936886449,26.0528914446691,4,2,2,2,5,5,7,6,4
6.57359491606399,24.0730153157085,4,2,2,2,5,7,7,7,4
6.43474060090546,25.1345046022166,5,2,2,2,5,5,7,7,4
14.2617769315479,22.3172229925359,5,2,3,2,4,2,4,9,2
8.84332658967505,22.3687635051085,4,2,2,2,5,7,8,7,4
7.49503152778071,21.9399378245203,5,2,2,2,5,7,7,7,4
12.6572754692584,23.7335132109241,4,2,2,2,4,2,4,9,2
8.26111673950752,24.7492234259578,4,2,2,2,5,7,7,7,4
7.32035205351864,23.0225991139668,4,2,2,2,5,7,7,7,4
9.59001269255575,23.2480107036949,4,2,2,2,5,7,8,7,4
9.39761915562252,24.609306829051,3,2,2,2,5,7,8,7,4
