"position_x","position_y","time_of_infected","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
5.96170300618472,18.7817694392023,2,3,2,5,4,6,1,8,2
6.39994284123027,18.7000354504471,3,3,2,5,4,6,1,8,2
7.44405264681408,19.453611935017,4,3,2,5,4,6,8,7,10
7.62677565123036,20.0915761305764,3,3,2,5,4,6,8,7,10
9.07922685066896,19.3633173229023,4,3,2,5,4,6,8,7,10
2.14872198486741,18.0736921975535,0,3,1,4,4,5,7,10,7
7.35693824467445,16.2959701563367,3,3,2,5,4,6,8,8,10
7.48349864650161,16.8243909275532,4,3,2,5,4,6,8,8,10
8.45056026952582,17.9994555486517,3,3,2,5,4,6,8,7,10
8.33602349183032,15.7143913941752,4,3,2,5,4,6,8,8,10
2.2838939875957,17.6822942471097,1,3,1,4,4,5,7,10,7
8.13754506636669,19.9683221847435,4,3,2,5,4,6,8,7,10
8.3430274347092,20.3060472039438,3,3,2,5,4,6,8,7,10
8.0301375817912,22.6126326015787,4,3,2,5,4,6,8,7,10
5.34705662960602,19.8913858764304,2,3,2,5,4,6,1,8,8
3.64719927049671,19.3101712093956,3,3,1,5,4,5,4,8,8
5.02408569557869,17.2586541391749,2,3,2,5,4,5,1,8,8
3.79016787936272,15.8260366553752,2,3,1,4,4,5,4,4,8
6.50917406297302,16.9129963508601,3,3,2,5,4,6,1,8,2
6.74501597871153,19.8520181417273,3,3,2,5,4,6,1,7,2
4.55282097007752,19.4988363478513,2,3,2,5,4,6,4,8,8
5.13266306444821,17.6912413374223,3,3,2,5,4,6,1,8,8
6.00473552695338,19.408455308187,3,3,2,5,4,6,1,8,2
3.6901013963718,17.2058359040704,3,3,1,4,4,5,4,8,8
7.21311897197882,20.9201398464704,3,3,2,5,4,6,8,7,2
8.37927558293229,19.9708536870188,4,3,2,5,4,6,8,7,10
6.80153751562736,20.2119401174046,4,3,2,5,4,6,8,7,2
7.64430141066428,21.9605243328485,3,3,2,5,4,6,8,7,10
6.28400009982361,19.7012338373186,3,3,2,5,4,6,1,7,2
7.91139218170105,18.1997898791065,2,3,2,5,4,6,8,7,10
8.39066160261698,18.6433466610621,3,3,2,5,4,6,8,7,10
4.95634050255984,18.2383295983424,3,3,2,5,4,6,1,8,8
6.11654221356175,17.3666564971395,2,3,2,5,4,6,1,8,2
7.5353247371726,22.3559324018837,3,3,2,5,4,6,8,7,10
17.4475441512487,15.8617912911489,4,2,3,3,3,8,6,6,5
