"position_x","position_y","time_of_infected","xytmodes","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
25.8649877031732,22.005159956266,3,2,2,3,4,4,5,6,6,10
22.3721186414911,20.1886586626636,2,2,2,3,4,4,7,5,7,8
24.7786898285033,16.831053866143,4,2,2,3,4,4,7,6,7,10
20.6844427741294,17.5052437396076,3,2,2,3,4,4,7,7,7,4
29.1052269446179,21.6626042584178,6,2,2,3,4,4,5,6,6,5
24.9508954469641,21.2242779805702,0,2,2,3,4,4,5,5,6,8
20.0171754688879,20.3160035583326,4,2,2,3,4,3,7,7,7,4
24.8554952040996,24.0629180051281,2,2,2,3,4,4,5,5,6,8
21.2240859045431,21.9516438789835,3,2,2,3,4,4,5,7,7,4
27.9050282310673,21.7574624707918,3,2,2,3,4,4,5,6,6,5
18.874299296133,23.4367726414054,4,2,2,3,4,3,5,7,7,4
23.7753723484664,22.6042867357408,1,2,2,3,4,4,5,5,6,8
25.3515766762836,23.3932254686024,3,2,2,3,4,4,5,6,6,10
6.46820963753798,24.5007162032566,6,1,1,1,3,1,2,3,10,9
10.8165505792084,22.3177330637833,7,1,1,2,3,5,2,8,10,6
6.24069374878755,19.7449036777894,2,1,1,1,3,1,4,3,8,9
6.14237319850028,19.7963045124036,3,1,1,1,3,1,4,3,8,9
7.64150973613811,22.9987778079476,5,1,1,1,3,1,2,3,10,9
8.55254697949716,24.9334957232156,7,1,1,2,3,1,2,8,10,6
12.4831588914748,23.4412957763561,8,1,1,2,3,5,2,4,10,3
10.363418515247,22.2834045290297,6,1,1,2,3,5,2,8,10,6
4.74220855853131,20.241162829792,4,1,1,1,3,1,4,3,8,9
9.64961687033288,22.7075277910451,7,1,1,2,3,5,2,8,10,6
8.47366167591091,27.1314963019467,7,1,1,2,3,1,2,8,10,6
9.95910221048654,25.5343819869904,6,1,1,2,3,5,2,8,10,6
7.59037584404248,25.0060634853082,7,1,1,1,3,1,2,3,10,1
1.96407614803847,15.9071857199465,6,1,1,1,3,2,4,2,8,2
1.1678246368848,18.7034937054737,3,1,1,1,3,2,4,2,8,2
5.97594068137972,11.574595853198,8,3,3,1,5,1,8,3,9,1
2.79050564154811,18.9449998093612,5,1,1,1,3,2,4,2,8,2
-0.799019956954324,19.6166564087518,6,1,1,1,3,2,4,2,8,2
6.37352033064471,18.5458049618727,3,1,1,1,3,1,4,3,8,9
1.36363299072833,18.090885438036,5,1,1,1,3,2,4,2,8,2
1.29103609750501,17.2369838834511,5,1,1,1,3,2,4,2,8,2
3.55036541789534,21.7128736790214,4,1,1,1,3,2,4,2,8,2
