"position_x","position_y","time_of_infected","xytmodes","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
26.8740812318035,22.3885385393002,2,5,1,1,1,3,5,4,6,1
28.5905468667235,22.9437994430496,2,5,1,1,1,5,5,1,6,4
23.7861753795746,18.7581048940738,5,5,1,2,1,2,6,6,2,9
25.3182334830372,22.534007165573,1,5,1,2,1,1,6,7,2,9
25.2467446878299,24.7583973083015,2,5,1,2,1,1,7,7,5,9
25.2358368978039,22.1470577585698,0,5,1,2,1,1,6,7,2,9
25.5127427003624,23.3841209436118,1,5,1,2,1,1,7,7,5,9
25.3017321283048,23.4355635130502,1,5,1,2,1,1,7,7,5,9
23.9454716176573,22.5475969506531,2,5,1,2,1,2,6,6,2,9
23.6323992915749,23.9544859134351,3,5,1,2,1,2,7,6,5,9
23.543048131882,24.2713633741167,3,5,1,2,1,2,7,6,5,9
23.5735092288382,25.0258252196624,3,5,1,2,1,2,7,6,5,9
27.2461908390457,22.3632384686009,2,5,1,1,1,3,5,4,6,1
25.7949994655886,22.3809831144173,1,5,1,2,1,1,6,7,2,9
24.0689529803559,22.7815002360157,1,5,1,2,1,1,6,7,2,9
25.4935862130102,21.3452430105051,1,5,1,2,1,1,6,7,2,9
27.6042185446119,20.7139415377779,3,5,1,1,1,3,5,4,6,1
24.8247892435206,24.0465780088689,2,5,1,2,1,1,7,7,5,9
25.0364838161009,25.1410427885385,3,5,1,2,1,1,7,7,5,9
26.3980529304135,21.9102555870923,2,5,1,2,1,1,5,7,6,1
9.73200684580449,23.6481274665721,3,1,2,3,4,4,3,3,7,3
8.41673722442412,23.4587935369551,4,1,2,3,4,4,3,2,7,8
11.8589854671991,21.2448965251419,4,1,2,3,4,4,3,3,7,6
8.54508823424044,22.8909593518621,4,1,2,3,4,4,3,2,7,8
13.142473100423,25.9565387786066,1,4,2,3,2,4,8,8,4,7
9.22870834727065,24.419610850351,4,1,2,3,4,4,3,2,7,3
7.67870122082868,21.0716175026357,3,1,2,3,4,4,3,2,7,8
9.36690371576115,24.3413058770702,4,1,2,3,4,4,3,2,7,3
9.186111223073,21.3307249869818,4,1,2,3,4,4,3,2,7,3
8.64157789216059,24.1676537561017,3,1,2,3,4,4,3,2,7,8
6.55236624636471,22.3280183588884,4,1,2,3,4,4,3,2,7,2
6.48272406659762,24.6505499599351,5,1,2,3,4,4,3,2,7,2
9.76643153847864,23.9523577927136,4,1,2,3,4,4,3,3,7,3
10.4255080229935,21.4623842190128,3,1,2,3,4,4,3,3,7,6
6.8180805096205,24.1221719195212,5,1,2,3,4,4,3,2,7,2
8.85913077301978,25.763613946563,2,1,2,3,4,4,4,2,7,8
11.2883389160509,26.7498889795607,3,4,2,3,2,4,4,3,4,6
12.2011216483932,28.2658980376545,3,4,2,3,2,4,8,8,4,7
10.9026078420088,20.8351002683913,6,1,2,3,4,4,3,3,7,10
8.46432110016323,22.1770461713745,4,1,2,3,4,4,3,2,7,8
10.8522626208184,29.5229251932989,4,4,2,3,2,4,4,3,4,6
14.0149650638068,27.9344851534678,3,4,2,3,2,4,8,5,3,5
12.3070173995542,28.3871591035917,3,4,2,3,2,4,8,8,4,7
12.294714284501,28.2134707240629,3,4,2,3,2,4,8,8,4,7
13.1454015793777,28.3255649880638,3,4,2,3,2,4,8,8,4,7
13.002916798545,28.4838130090523,3,4,2,3,2,4,8,8,4,7
7.82695859380494,28.7077079665614,4,1,2,3,2,4,4,2,4,8
12.6600560710155,26.779674223659,2,4,2,3,2,4,8,8,4,7
14.1988825807966,30.9132508582796,3,4,2,3,2,4,8,5,3,5
12.5977534584635,28.1915691300279,2,4,2,3,2,4,8,8,4,7
12.2118614766666,26.3012571161017,2,4,2,3,2,4,4,8,4,7
12.6884477502918,30.5355510905175,3,4,2,3,2,4,8,8,3,7
14.9048333184289,28.8275815743093,4,4,2,3,2,4,8,5,3,5
12.9566910575619,30.4841441385488,4,4,2,3,2,4,8,8,3,7
13.0844494290343,26.4433639196155,2,4,2,3,2,4,8,8,4,7
11.0236575195575,26.1557718983709,3,4,2,3,2,4,4,3,4,6
13.3240334763346,25.5013884040086,2,4,2,3,2,4,8,8,4,7
16.4157767976259,30.7698624533536,4,4,2,3,2,4,8,5,3,5
12.4218452881752,27.6081601589772,3,4,2,3,2,4,8,8,4,7
15.2629265035254,28.2873503739679,3,4,2,3,2,4,8,5,3,5
26.6622348264452,13.2197128444099,4,2,1,1,3,3,2,4,9,1
26.5642715606367,13.3450115270825,4,2,1,1,3,3,2,4,9,1
26.2762299953595,14.8417280719346,3,2,1,2,3,3,2,4,9,1
22.4277524170124,13.1656453635918,4,2,1,2,3,2,2,6,9,9
23.9043749543525,11.3169219795109,4,2,1,2,3,2,2,6,9,9
29.0697027266211,10.1306493303602,6,2,3,1,3,5,2,1,1,4
22.7685832042303,14.7205763587367,2,2,1,2,3,2,2,6,9,9
24.5665071806164,13.6717056110341,3,2,1,2,3,2,2,6,9,9
24.5053637973681,13.2332576654365,3,2,1,2,3,2,2,6,9,9
25.0686298896603,15.687094253877,3,2,1,2,3,1,2,7,9,9
25.0772066143975,11.2547386335767,3,2,1,2,3,1,2,7,9,9
21.9495547945622,12.0080780092963,4,2,1,2,3,2,2,6,9,9
26.9005540332824,13.5338328412879,3,2,1,1,3,3,2,4,9,1
23.7067530715082,13.1135620903297,4,2,1,2,3,2,2,6,9,9
24.6689127447171,12.7633444896739,3,2,1,2,3,2,2,6,9,9
26.8231454189995,7.4095475469877,5,3,3,1,5,3,1,4,1,1
25.2753236426568,15.161511048735,2,2,1,2,3,1,2,7,9,9
23.8537963854043,14.7664214080887,4,2,1,2,3,2,2,6,9,9
24.8399195191468,12.5471174327091,4,2,1,2,3,2,2,6,9,9
24.3308759843268,16.1429306004323,5,2,1,2,3,2,2,6,9,9
29.075890710998,0.979037584990369,5,3,3,1,5,5,1,1,8,4
26.4427453915894,-0.386550253462416,5,3,3,1,5,3,1,4,10,1
27.1707461797564,1.68112228768044,4,3,3,1,5,3,1,4,10,1
25.5623552522538,1.19351042092215,5,3,3,2,5,3,1,4,10,1
25.2825500309859,5.87424034540359,4,3,3,2,5,3,1,4,1,1
25.6645481630182,2.83911579146282,4,3,3,2,5,3,1,4,10,1
28.5176213665807,4.60331952088037,5,3,3,1,5,5,1,1,1,4
29.4181625500343,2.07391579626833,6,3,3,1,5,5,1,1,8,4
25.6434983971446,-0.861290525330535,6,3,3,2,5,3,1,4,10,1
25.7986425651455,2.94543488764154,5,3,3,2,5,3,1,4,10,1
27.1812329284552,4.18854281929751,4,3,3,1,5,3,1,4,1,1
26.1880524192584,1.57743117900588,4,3,3,2,5,3,1,4,10,1
30.0375107874119,2.58280706201739,5,3,3,1,5,5,1,1,8,4
24.5795240082529,-0.722001556581525,6,3,3,2,5,2,1,6,10,9
28.7222817766388,-0.0890352127003111,5,3,3,1,5,5,1,1,8,4
29.653961641364,1.21045179575791,4,3,3,1,5,5,1,1,8,4
26.1383061827234,4.42438165597047,3,3,3,2,5,3,1,4,1,1
