"X","position_x","position_y","time_of_infected","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
1,29.890249427408,8.49794270005077,6,2,1,4,3,6,8,1,6
2,19.7760102292523,26.3818386616185,8,1,2,2,4,5,7,5,4
3,25.9472251916304,10.0591761223041,8,2,1,4,3,6,2,1,2
4,7.53398870117962,15.0970329763368,-1,3,3,3,1,1,4,2,1
5,0.19411738961935,9.8294463660568,5,3,3,1,5,1,3,9,10
6,12.9683647071943,16.7125110374764,0,3,2,3,2,4,6,2,3
7,19.355141390115,0.167056792415679,10,2,2,4,4,3,7,10,4
8,4.72287860233337,19.0325652854517,4,3,3,3,5,1,5,3,8
9,14.0351718454622,25.3634732100181,8,1,2,2,2,8,6,7,7
10,18.5266914661042,18.9701400347985,6,1,2,5,4,2,7,5,9
11,25.2297500870191,5.01596353249624,5,2,1,4,3,6,2,6,2
12,27.111214986071,6.67770820436999,6,2,1,4,3,6,8,1,6
13,1.40964134596288,12.9118307190947,3,3,3,1,5,1,1,2,10
14,4.21240067342296,19.6570368739776,6,3,3,3,5,1,5,3,8
15,2.72331767482683,3.21492687799037,4,3,3,1,5,7,1,9,10
16,24.2020810092799,10.7773960777558,7,2,1,4,3,6,2,1,2
17,20.8052889956161,22.1208717464469,10,1,2,5,4,5,7,5,4
18,0.625607245601714,18.1755069340579,6,3,3,3,5,1,3,3,10
19,8.06985585484654,6.00340889766812,6,3,3,1,1,7,4,9,5
20,3.40279161930084,9.99583120224997,7,3,3,1,5,1,5,9,8
21,11.9530506245792,26.7310618213378,8,1,2,2,2,8,6,7,7
22,29.6192037826404,7.94248723424971,7,2,1,4,3,6,8,1,6
23,29.7756206779741,26.7206108453684,12,1,1,5,3,5,8,8,6
24,6.95533707272261,21.2328970665112,7,3,3,3,1,4,5,3,5
25,16.9228703831322,25.1847450784408,6,1,2,2,4,5,7,5,9
26,8.04857256822288,12.4905615882017,4,3,3,1,1,1,4,2,5
27,25.2680668188259,5.81795814447105,6,2,1,4,3,6,2,6,2
28,17.3378653661348,18.1138049787842,9,1,2,5,4,2,7,5,9
29,8.04070514626801,6.2725184764713,5,3,3,1,1,7,4,9,5
30,12.5873573985882,23.8349031074904,10,1,2,2,2,8,6,7,7
31,21.2212381116115,0.552588233258575,8,2,2,4,4,3,7,10,4
32,4.27752823568881,19.1556336754002,5,3,3,3,5,1,5,3,8
33,18.4053289960138,15.2969766966999,5,1,2,5,4,2,7,4,9
34,2.18558555468917,25.0798589084297,7,3,3,3,5,8,3,3,8
35,9.72589094890282,15.3431110619567,1,3,3,3,1,4,4,2,1
36,8.98462190525606,6.36689969105646,7,3,3,1,1,7,4,9,5
37,18.6680801259354,8.32427234854549,7,2,2,4,4,3,7,4,9
38,2.6307984511368,27.7460521878675,8,3,3,3,5,8,3,3,8
39,24.3199501885101,10.7778734061867,6,2,1,4,3,6,2,1,2
40,7.14619398582727,12.3565488494933,5,3,3,1,1,1,4,2,5
41,0.553276331629604,21.6533000394702,-1,3,3,3,5,1,1,3,10
42,22.4357962771319,16.4694141573273,9,1,1,5,4,2,2,8,4
43,4.72815637243912,15.1099485810846,6,3,3,3,5,1,5,2,8
44,29.7551023797132,2.40559082245454,10,2,1,4,3,6,8,6,6
45,13.4151826193556,20.7061236840673,6,1,2,2,2,4,6,5,7
46,10.5588761321269,5.12333789840341,7,3,3,1,2,7,4,9,5
47,26.4503059652634,3.23058021487668,8,2,1,4,3,6,2,6,2
48,24.3696170160547,2.40609792759642,7,2,1,4,3,6,2,6,2
49,20.704622589983,7.33168108155951,7,2,2,4,4,3,7,4,4
50,9.74062485387549,26.5460670227185,8,1,3,2,1,8,4,7,5
51,6.45502254366875,23.110057816375,8,3,3,3,1,8,5,3,5
52,16.6727538965642,26.5268148039468,8,1,2,2,4,5,7,5,9
53,24.0051674796268,16.0067608742975,8,1,1,5,3,2,2,8,2
54,1.54593869112432,3.38209315901622,6,3,3,1,5,7,3,9,10
55,13.9919490320608,28.4168519312516,8,1,2,2,2,8,6,7,7
56,28.7134030438028,29.4367297855206,-1,1,1,5,3,5,8,8,6
57,13.4779297560453,14.8845115117729,6,3,2,3,2,4,6,2,7
58,18.9483916852623,2.49670590972528,8,2,2,4,4,3,7,10,9
59,18.7380301114172,26.8988650292158,8,1,2,2,4,5,7,5,9
60,5.80254395725206,0.335228133480996,6,3,3,1,1,7,5,9,8
61,19.434152583126,16.1543424683623,6,1,2,5,4,2,7,4,9
62,18.3482542284764,8.73160260496661,8,2,2,4,4,3,7,4,9
63,4.5074679586105,12.4654266703874,5,3,3,1,5,1,5,2,8
64,12.0160143007524,28.9047644007951,6,1,2,2,2,8,6,7,7
65,6.77149331895635,20.4428520589136,8,3,3,3,1,4,5,3,5
66,23.5915716108866,19.1648519458249,6,1,1,5,3,2,2,8,2
67,28.9992569549941,15.264730816707,7,2,1,5,3,2,8,8,6
68,3.97980117704719,3.86369556421414,5,3,3,1,5,7,5,9,8
69,26.742086391896,17.5863817823119,6,1,1,5,3,2,8,8,2
70,8.22506296914071,5.95342359272763,6,3,3,1,1,7,4,9,5
71,19.1067566745915,3.02321367664263,7,2,2,4,4,3,7,10,9
72,13.7157090660185,5.5119290552102,4,2,2,1,2,3,6,10,3
73,2.59359996998683,12.5902551691979,4,3,3,1,5,1,1,2,10
74,20.642530338373,23.9056459651329,9,1,2,5,4,5,7,5,4
75,9.03793924022466,19.0821212274022,-1,3,3,3,1,4,4,2,1
76,28.5412099468522,23.8368895906024,9,1,1,5,3,5,8,8,6
77,7.81564895762131,8.87477401876822,7,3,3,1,1,7,4,9,5
78,5.08431168040261,3.96714678732678,6,3,3,1,5,7,5,9,8
79,1.38693385524675,10.5711452267133,4,3,3,1,5,1,1,9,10
80,4.13169207517058,27.8717838507146,8,3,3,3,5,8,5,3,8
81,13.12961777905,17.736578732729,3,1,2,3,2,4,6,2,3
82,28.0599135649391,21.0938104055822,8,1,1,5,3,2,8,8,6
83,20.6907741073519,19.7544367611408,5,1,2,5,4,2,7,5,9
84,17.1083146613091,25.0083980080672,7,1,2,2,4,5,7,5,9
85,15.6092563038692,1.25427932711318,11,2,2,4,2,3,6,10,7
86,25.0679865223356,8.80553135415539,7,2,1,4,3,6,2,1,2
87,19.7996288049035,10.6716087483801,9,2,2,4,4,3,7,4,4
88,10.1490923669189,22.921206979081,9,1,3,3,2,8,4,7,5
89,23.6107565579005,19.4258279912174,7,1,1,5,3,2,2,8,2
90,23.837473844178,16.1959297140129,7,1,1,5,3,2,2,8,2
91,3.37109181331471,25.5549506703392,6,3,3,3,5,8,5,3,8
92,14.2456379556097,28.3782440400682,7,1,2,2,2,8,6,7,7
93,18.5005677281879,8.17534175002947,8,2,2,4,4,3,7,4,9
94,24.2989573068917,20.3991913120262,9,1,1,5,3,2,2,8,2
95,19.9920432223007,0.242568540852517,11,2,2,4,4,3,7,10,4
96,18.9678915543482,21.245731478557,5,1,2,5,4,5,7,5,9
97,25.9134765900671,0.246959540527314,8,2,1,4,3,6,2,6,2
98,17.9147339053452,15.9636079031043,4,1,2,5,4,2,7,4,9
99,21.2419640365988,12.8709459817037,-1,2,2,5,4,2,7,4,9
100,11.9182413700037,28.4863917552866,5,1,2,2,2,8,6,7,3
