"X","position_x","position_y","time_of_infected","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
1,4.71673683961853,23.0284153413959,9,1,2,5,1,8,4,10,3
2,6.16874571656808,13.1732615525834,9,1,2,1,1,3,6,4,3
3,24.7782177384943,3.92685944912955,12,2,3,4,4,4,2,8,1
4,21.66103502037,11.1361967492849,11,2,3,4,2,5,2,6,5
5,10.8272787672468,10.9805886796676,9,1,2,2,3,7,5,9,6
6,19.3318105442449,28.9129967428744,0,3,1,3,5,2,7,3,7
7,27.7637375495397,27.6121629076079,5,3,3,3,4,2,3,2,1
8,5.32349176006392,13.8651774125174,7,1,2,1,1,3,4,4,3
9,13.7293793982826,16.4515406778082,7,1,1,5,3,6,5,9,9
10,24.007575167343,16.9689842057414,11,3,3,3,4,5,2,6,1
11,26.1705369385891,28.0673958943225,4,3,3,3,4,2,3,2,2
12,11.336963258218,0.977252195589244,5,2,1,2,3,7,5,7,8
13,2.46305136010051,13.4886141819879,6,1,2,1,1,3,4,4,10
14,19.7976426780224,26.7887428589165,6,3,1,3,2,2,8,3,5
15,8.97516645491123,28.2004020293243,7,1,2,5,1,8,6,10,6
16,9.28882751148194,4.04886543285102,8,2,2,2,1,7,6,7,6
17,7.37901707645506,16.1562441266142,9,1,2,1,1,1,6,4,6
18,14.4827148760669,20.0386284221895,10,3,1,5,3,6,1,1,4
19,9.43246352020651,27.8168348735198,8,1,2,5,1,8,6,10,6
20,17.818997357972,13.5199539433233,6,2,1,2,2,5,8,6,5
21,29.6809136169031,24.7876008180901,8,3,3,3,4,2,3,2,1
22,17.6952769397758,7.89255208102986,11,2,1,2,2,7,1,5,4
23,18.3024770440534,3.60653371782973,8,2,1,2,2,7,8,5,5
24,26.2252353248186,25.4212859203108,7,3,3,3,4,2,3,2,1
25,19.5641350792721,13.778449203819,7,2,1,2,2,5,8,6,5
26,21.5075203310698,26.3608982507139,4,3,3,3,5,2,7,3,2
27,16.9964388781227,9.84875945141539,8,2,1,2,2,7,8,5,5
28,17.0156170567498,1.07334544183686,6,2,1,2,2,7,8,5,5
29,3.76200787257403,11.4500086032785,9,1,2,1,1,3,4,4,3
30,15.538608469069,5.36539569497108,10,2,1,2,3,7,1,5,4
31,3.65254185162485,28.0653622769751,3,1,2,5,1,8,4,10,3
32,7.809644700028,20.011658964213,7,1,2,5,1,1,6,10,6
33,20.2559661702253,25.8507795701735,4,3,3,3,5,2,7,3,7
34,12.4655542289838,23.4345729625784,10,1,1,5,3,6,5,1,9
35,28.4418248967268,0.0852185860276222,9,2,3,4,4,4,3,8,1
36,22.3286217078567,0.699432813562453,6,2,3,4,5,4,7,8,2
37,23.1764432787895,27.8775240015239,2,3,3,3,5,2,7,3,2
38,15.6254010088742,21.0940461046994,12,3,1,5,3,6,1,1,4
39,12.1226446051151,9.85654887976125,4,2,1,2,3,7,5,9,8
40,28.3997250138782,0.799665469676256,10,2,3,4,4,4,3,8,1
41,28.2538892934099,0.0339353363960981,10,2,3,4,4,4,3,8,1
42,8.42021918389946,11.9000565796159,8,1,2,1,1,3,6,9,6
43,8.1377579877153,19.8239081259817,7,1,2,5,1,1,6,10,6
44,17.9915114608593,16.6395873762667,6,3,1,3,2,5,8,6,5
45,16.0879978048615,24.1815463872626,11,3,1,3,3,6,1,1,4
46,9.54033751040697,5.90849490137771,9,2,2,2,1,7,6,7,6
47,6.48372086696327,3.92667286098003,7,2,2,2,1,7,6,7,3
48,22.8372616949491,18.3448330219835,8,3,3,3,4,5,2,6,2
49,25.7901631342247,1.05951595818624,8,2,3,4,4,4,3,8,1
50,4.37067585065961,11.747078387998,9,1,2,1,1,3,4,4,3
51,24.0967416437343,27.8738317312673,2,3,3,3,5,2,7,2,2
52,9.40425694221631,2.57559277117252,7,2,2,2,1,7,6,7,6
53,19.8037389898673,19.1420017671771,7,3,1,3,2,5,8,6,5
54,0.57334209792316,17.3096945579164,9,1,2,1,1,1,4,4,10
55,18.4189153555781,28.9052975247614,1,3,1,3,5,2,7,3,7
56,4.17994180927053,25.6507028779015,8,1,2,5,1,8,4,10,3
57,8.82986895740032,1.09112582635134,9,2,2,2,1,7,6,7,6
58,23.4122196491808,4.81924646068364,11,2,3,4,4,4,2,8,1
59,6.41154596814886,13.0366786080413,8,1,2,1,1,3,6,4,3
60,15.2219210844487,19.7949147876352,11,3,1,5,3,6,1,1,4
61,2.62191561050713,26.1784040532075,7,1,2,5,1,8,4,10,10
62,23.2994660851546,24.5595834637061,7,3,3,3,4,2,2,3,2
63,24.4040380557999,6.97801831411198,9,2,3,4,4,4,2,8,1
64,19.0930025791749,0.122249408159405,6,2,1,4,2,4,8,5,5
65,4.88770351745188,21.727462336421,11,1,2,5,1,1,4,10,3
66,18.305815863423,13.0089702224359,7,2,1,2,2,5,8,6,5
67,8.6501880409196,14.7829651110806,7,1,2,1,1,1,6,9,6
68,13.9869031053968,19.5508255879395,9,1,1,5,3,6,1,1,9
69,25.3547495556995,26.8806648650207,4,3,3,3,4,2,3,2,2
70,7.60711301118135,3.52566605899483,13,2,2,2,1,7,6,7,6
71,21.2090803706087,23.1555421161465,5,3,3,3,5,2,7,3,2
72,14.1979689756408,7.76051563443616,11,2,1,2,3,7,1,5,4
73,14.409210132435,5.6630466808565,9,2,1,2,3,7,1,5,9
74,24.7602344909683,15.551706100814,11,3,3,3,4,5,2,6,1
75,9.93003326235339,21.7703637457453,8,1,2,5,3,6,6,1,6
76,21.895439545624,21.8967026425526,4,3,3,3,5,2,7,3,2
77,12.3459151620045,16.2658738321625,8,1,1,5,3,6,5,9,9
78,12.6300756214187,12.6042367564514,10,1,1,2,3,7,5,9,9
79,18.5366499633528,16.0622870572843,9,3,1,3,2,5,8,6,5
80,26.9279451691546,3.19195723626763,9,2,3,4,4,4,3,8,1
81,8.33913731854409,20.8853084477596,8,1,2,5,1,1,6,10,6
82,1.53407919919118,9.42673335084692,12,1,2,1,1,3,4,4,10
83,26.4604345941916,24.5616304781288,7,3,3,3,4,2,3,2,1
84,20.7931116200052,28.2974125491455,1,3,3,3,5,2,7,3,7
85,1.23512319289148,10.2806690032594,10,1,2,1,1,3,4,4,10
86,5.43792400276288,21.0936532588676,11,1,2,5,1,1,4,10,3
87,23.4030324616469,9.71186627168208,8,2,3,4,4,5,2,6,2
88,24.3128430400975,4.86666521290317,10,2,3,4,4,4,2,8,1
89,20.785214016214,5.81194782396778,11,2,3,4,2,4,2,5,5
90,3.23165181325749,16.992544841487,9,1,2,1,1,1,4,4,10
91,15.3276543156244,24.0238798200153,12,3,1,5,3,6,1,1,4
92,23.8849673978984,17.2810375434346,10,3,3,3,4,5,2,6,1
93,24.0849812468514,1.51538227451965,5,2,3,4,4,4,7,8,2
94,6.61876724101603,15.4961804696359,8,1,2,1,1,1,6,4,3
95,0.978489238768816,17.3502412880771,10,1,2,1,1,1,4,4,10
96,4.29937836248428,17.3547301115468,9,1,2,1,1,1,4,4,3
97,14.6622102591209,6.1989995255135,10,2,1,2,3,7,1,5,4
98,15.8791781729087,4.17417811928317,11,2,1,2,3,7,1,5,4
99,10.5873200437054,21.6404371219687,9,1,2,5,3,6,5,1,6
100,5.6764625874348,16.3614637102,8,1,2,1,1,1,4,4,3
