"X","position_x","position_y","time_of_infected","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
1,0.150772961787879,17.5338333821855,9,1,3,3,2,5,4,9,1
2,15.417930954136,3.75322879292071,6,2,1,4,1,8,6,1,10
3,13.7545954319648,2.73259314475581,7,2,1,4,1,8,2,7,6
4,22.1685491572134,1.030838645529,6,2,2,1,5,7,8,4,3
5,6.83555751107633,19.8827323433943,13,1,3,3,2,6,4,9,1
6,19.6479708678089,7.81403477769345,0,2,1,1,4,8,6,1,10
7,0.740545056760311,4.00553951505572,-1,1,3,4,2,5,1,2,2
8,13.9416417921893,24.2077677254565,9,3,1,2,1,3,2,6,6
9,0.687581095844507,12.4926316668279,-1,1,3,3,2,5,1,2,2
10,23.5581807279959,4.80386953102425,6,2,2,1,3,7,8,4,3
11,29.0338208852336,15.3689702879637,9,3,2,1,3,2,5,8,4
12,22.7334900456481,23.9969945023768,12,3,2,5,5,4,8,10,9
13,15.0940169999376,3.8741677463986,5,2,1,4,1,8,6,1,10
14,16.1903241625987,25.876898355782,12,3,1,2,5,3,3,6,6
15,27.2156132734381,19.4853942305781,11,3,2,5,3,2,5,8,4
16,13.2910303305835,8.81386854685843,7,2,1,4,1,8,2,3,8
17,26.2949082674459,22.1965100476518,11,3,2,5,3,4,5,10,4
18,2.90450989734381,28.5938986879773,11,1,3,3,2,6,4,9,1
19,15.821492203977,19.694739554543,11,3,1,2,5,1,3,6,6
20,28.9448126871139,17.9924804717302,12,3,2,5,3,2,5,8,4
21,4.92299649165943,8.85186381172389,9,1,3,4,2,5,4,2,1
22,17.6153375348076,13.3239672007039,9,2,1,1,5,1,3,5,10
23,6.91590762929991,12.4445467418991,10,1,3,4,2,5,4,3,1
24,11.5785181056708,21.6715079639107,12,1,1,2,1,3,2,6,6
25,6.49539462290704,21.3116296660155,10,1,3,3,2,6,4,9,1
26,15.4597925045528,27.2600050270557,15,3,1,2,5,3,3,6,6
27,13.8040786678903,11.100960157346,6,2,1,4,1,1,2,3,8
28,22.4630100885406,15.8276787749492,9,3,2,1,5,2,8,5,9
29,18.2310036127456,26.7028234619647,13,3,1,2,5,3,3,6,9
30,22.9123214632273,1.71723068458959,8,2,2,1,3,7,8,4,9
31,28.7681271205656,2.52932686591521,-1,2,2,1,4,7,7,4,3
32,8.86454111197963,15.0116786034778,10,1,3,4,1,1,2,3,8
33,15.7234975858591,28.7574393139221,12,3,1,2,5,3,3,6,6
34,28.0691923457198,0.318742648232728,-1,2,2,1,4,7,7,4,3
35,27.3260275321081,11.9706625747494,9,2,2,1,3,2,5,8,4
36,4.64002830209211,15.1473609963432,9,1,3,3,2,5,4,2,1
37,1.71107728499919,7.29713270673528,14,1,3,4,2,5,4,2,5
38,24.1333463229239,13.2156976615079,7,2,2,1,3,2,8,8,3
39,5.5649333470501,9.66455862857401,8,1,3,4,2,5,4,2,1
40,20.4508197284304,27.0030132425018,11,3,2,2,5,4,3,10,9
41,9.90489464951679,8.49410795141011,9,2,1,4,1,8,2,3,8
42,2.13710638694465,22.3291185102426,13,1,3,3,2,6,4,9,5
43,19.3730474682525,29.2691931081936,10,3,1,2,5,3,3,10,9
44,1.49099411442876,26.136690590065,14,1,3,3,2,6,4,9,5
45,2.60396477300674,21.9784721033648,12,1,3,3,2,6,4,9,1
46,24.9742545280606,12.6918487250805,8,2,2,1,3,2,8,8,3
47,29.6441880566999,27.5954156764783,12,3,2,5,3,4,5,10,4
48,13.4663638821803,19.7703586262651,10,3,1,2,1,1,2,6,6
49,10.0566058396362,1.0697153583169,6,2,1,4,1,8,2,7,8
50,1.20339452521876,10.6338664982468,8,1,3,4,2,5,4,2,1
51,4.55875963205472,17.3410694394261,11,1,3,3,2,5,4,9,1
52,9.0661180880852,3.60626238863915,6,2,1,4,1,8,2,7,8
53,18.9198669581674,17.06506481627,8,3,1,2,5,1,3,5,10
54,28.732966859825,27.1837323275395,11,3,2,5,3,4,5,10,4
55,17.3442619596608,23.0860099685378,13,3,1,2,5,3,3,6,9
56,18.3167419326492,12.2292511817068,7,2,1,1,5,1,3,5,10
57,16.6330967796966,5.11366210179403,3,2,1,4,1,8,6,1,10
58,7.86640583071858,21.3176322192885,-1,1,1,3,1,6,1,9,7
