"X","position_x","position_y","time_of_infected","xytmodes","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
1,4.10901730181649,6.63875330239534,7,2,1,3,2,2,2,6,1,10
2,19.4344599335454,29.3806890305132,6,1,2,2,5,3,8,4,10,3
3,27.3385780351236,1.9956427719444,8,1,3,1,4,4,1,3,6,8
4,24.0947530930862,7.21066605532542,5,1,3,1,4,4,1,3,6,5
5,25.0535364355892,22.99493790837,8,1,2,1,3,4,8,3,4,8
6,28.7493949919008,29.1965620033443,0,1,2,1,3,4,8,3,4,1
7,17.1242096275091,20.1676511624828,8,1,2,2,5,5,6,7,3,9
8,18.8010327843949,8.03990236250684,8,1,3,2,4,3,5,4,8,3
9,20.4764871206135,5.86787270614877,7,1,3,2,4,3,5,4,8,3
10,21.4236795832403,2.15178037527949,5,1,3,2,4,3,5,4,6,3
11,19.3760553211905,13.6753210541792,4,1,3,2,4,3,4,4,2,3
12,7.30986717157066,28.600249865558,9,2,1,3,1,2,3,1,5,6
13,1.35234844638035,5.02642911393195,-1,2,1,3,2,1,2,8,1,4
14,18.0441506719217,25.4597025713883,3,1,2,2,5,3,6,4,10,3
15,10.1409054826945,2.02219135360792,5,2,3,3,2,5,2,1,1,7
16,28.524071238935,20.5220392299816,5,1,2,1,3,4,4,3,4,1
17,25.9302902896889,6.15520702209324,10,1,3,1,4,4,1,3,6,8
18,5.12453968869522,1.05213182978332,5,2,1,3,2,2,2,5,1,6
19,23.6204657983035,18.051042908337,2,1,2,1,3,3,4,4,2,2
20,25.2929382026196,9.01205993257463,4,1,3,1,4,4,1,3,2,5
21,11.6808370663784,21.4815174462274,4,2,1,2,1,5,6,7,9,7
22,21.0612062900327,27.8992391587235,4,1,2,2,5,3,8,4,10,3
23,24.8827877221629,11.9186708447523,3,1,3,1,4,4,4,3,2,2
24,16.1248534591869,22.0375322154723,5,1,2,2,5,5,6,7,3,9
25,16.3660629931837,4.08609168604016,6,1,3,2,4,5,5,7,8,9
26,8.07048627175391,9.03793747304007,7,2,1,3,2,2,2,1,1,6
27,28.8076890539378,5.26492758421227,6,1,3,1,4,4,1,3,6,1
28,27.1325431787409,8.47864424809813,8,1,3,1,4,4,1,3,6,8
29,23.9266523346305,12.1864313283004,3,1,3,1,4,4,4,3,2,2
30,20.0337105989456,15.2987665403634,4,1,3,2,3,3,4,4,2,3
31,12.0572270848788,16.8908773572184,8,2,1,2,1,5,7,7,9,7
32,8.97678670473397,18.3060802984983,10,2,1,3,1,2,7,1,9,6
33,15.4215785069391,1.11964900279418,8,1,3,2,4,5,5,7,8,9
34,26.0973383998498,2.86244187271222,7,1,3,1,4,4,1,3,6,8
35,9.192372886464,25.3377209510654,8,2,1,3,1,2,6,1,5,7
36,3.8784536998719,14.8094605165534,8,2,1,3,2,2,7,6,7,10
37,1.035961357411,14.4900305941701,8,2,1,3,2,1,7,2,7,10
38,28.5171018959954,10.5305285914801,6,1,3,1,4,4,1,3,2,1
39,1.7039857339114,11.5141922933981,9,2,1,3,2,1,2,2,7,10
40,11.9798652967438,19.969529514201,7,2,1,2,1,5,6,7,9,7
41,15.8222477766685,2.58777843788266,7,1,3,2,4,5,5,7,8,9
42,5.73435532394797,6.78492323029786,7,2,1,3,2,2,2,5,1,6
43,12.2684696386568,17.6664086594246,9,2,1,2,1,5,7,7,9,7
44,7.57912579458207,14.1990025131963,9,2,1,3,2,2,7,1,7,6
45,21.0264497227035,13.3517980249599,3,1,3,2,4,3,4,4,2,3
46,0.634134393185377,25.3576301923022,9,2,1,3,1,1,3,2,5,10
47,6.03289022343233,11.3563900510781,8,2,1,3,2,2,7,5,7,6
48,15.0416387105361,27.0344034768641,6,1,2,2,5,5,6,7,10,9
49,5.5824816855602,17.9624997312203,10,2,1,3,1,2,7,6,7,6
50,29.4434235664085,29.5502641866915,1,1,2,1,3,4,8,3,4,1
51,26.2166419811547,1.19465024443343,8,1,3,1,4,4,1,3,6,8
52,27.7939761173911,25.4012615815736,9,1,2,1,3,4,8,3,4,8
53,15.4078646656126,25.0062688160688,8,1,2,2,5,5,6,7,10,9
54,16.8035434721969,27.3792544752359,5,1,2,2,5,5,6,7,10,9
55,4.61591076571494,26.7535226396285,8,2,1,3,1,2,3,6,5,6
56,11.1208180314861,18.1965459580533,8,2,1,3,1,5,7,1,9,7
