"X","position_x","position_y","time_of_infected","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
1,20.3022749698721,3.6870316718705,7,1,1,1,1,2,8,4,4
2,24.7562166675925,20.264466216322,7,2,1,2,5,7,7,8,9
3,17.9600236122496,1.28736621234566,12,1,1,1,1,2,3,4,10
4,27.1879155468196,3.55701654218137,-1,1,1,1,5,8,1,4,9
5,26.4591868920252,15.7239734055474,8,1,1,2,5,8,7,8,9
6,16.7041069362313,25.7309534959495,0,2,2,3,1,7,5,5,3
7,16.4879279234447,24.6709283161908,3,2,2,3,1,7,5,5,3
8,6.9657869101502,11.2786276778206,6,3,3,5,3,4,6,1,5
9,5.23069220362231,6.33493977366015,9,3,3,4,3,5,6,10,5
10,13.2274798373692,2.69219124689698,6,1,2,4,4,2,5,10,6
11,13.7202384369448,3.43520135851577,7,1,2,4,4,2,5,10,6
12,6.75898077199236,3.58469533268362,7,3,3,4,3,5,6,10,5
13,18.3998993458226,21.4573645312339,6,2,1,2,1,7,8,7,10
14,3.10029538348317,18.2425873470493,7,3,3,5,2,1,4,6,7
15,6.09827314736322,11.6499784262851,6,3,3,5,3,4,6,1,5
16,23.1581613700837,20.6698916433379,6,2,1,2,5,7,7,8,4
17,20.7423365022987,26.496732160449,7,2,1,2,1,7,8,2,4
18,12.4708163738251,13.717917369213,8,3,2,5,4,3,2,9,6
19,0.678416804876179,14.9208682193421,5,3,3,5,2,1,4,1,7
20,11.8669731030241,17.4057417945005,2,2,2,5,4,3,5,9,2
21,20.7320597092621,8.86682825395837,9,1,1,1,1,2,8,4,10
22,14.3054956756532,18.4145933180116,5,2,2,2,4,3,5,7,6
23,14.7108583641239,29.0424637729302,8,2,2,3,4,6,3,5,6
24,17.4825542815961,5.929784711916,8,1,1,1,1,2,3,4,10
25,19.3043331289664,16.0700746974908,6,1,1,2,1,3,8,7,10
26,18.6630901065655,8.8407855341211,8,1,1,1,1,2,8,4,10
27,5.03783450927585,13.2191867614165,6,3,3,5,3,1,6,1,5
28,5.37984510418028,0.498678933363408,12,3,3,4,3,5,6,10,5
29,5.7939956872724,23.2585193775594,-1,2,3,3,3,6,6,6,2
30,21.115712178871,23.0175176728517,6,2,1,2,1,7,8,2,4
31,11.0134686576203,9.37971822917461,7,3,2,4,4,5,2,9,8
32,27.2236013528891,27.7285109600052,7,2,1,2,5,7,7,2,9
33,8.95454231416807,28.0438560037874,6,2,2,3,3,6,2,3,8
34,18.7924981140532,29.3393168295734,8,2,1,3,1,7,8,5,10
35,11.3542478391901,0.590113706421107,-1,1,2,4,4,5,5,10,2
36,5.54676335072145,18.1723592081107,8,3,3,5,3,1,6,6,5
37,10.8954198332503,13.7000682600774,9,3,2,5,4,3,2,9,8
38,1.4872246957384,16.7452179710381,2,3,3,5,2,1,4,1,7
39,3.66711341310292,13.8094484014437,5,3,3,5,2,1,4,1,7
40,9.80070998193696,24.5217842864804,7,2,2,3,4,6,2,3,8
41,2.08222472341731,6.37954163365066,6,3,3,4,2,4,4,1,7
42,4.34638369828463,9.41502696834505,6,3,3,5,3,4,6,1,5
43,19.8937580594793,1.43227567663416,8,1,1,1,1,2,8,4,10
44,14.0387733886018,5.8698105532676,6,1,2,1,4,2,5,10,6
45,13.2797864894383,25.5821692245081,5,2,2,3,4,6,5,3,6
46,15.0788251427002,10.6619316106662,2,1,2,1,4,2,5,9,3
47,8.9646733738482,27.5717697408982,5,2,2,3,3,6,2,3,8
48,6.40068537555635,13.9936360367574,4,3,3,5,3,1,6,1,5
49,21.2723445519805,6.0461553116329,11,1,1,1,1,2,8,4,10
50,7.78262933017686,27.9302596324123,7,2,3,3,3,6,6,3,8
51,0.0192875973880291,9.03956168331206,8,3,3,5,2,4,4,1,1
52,22.5586856296286,24.4159903912805,5,2,1,2,5,7,8,2,4
53,16.7548595485277,10.0997837120667,8,1,2,1,1,2,3,9,10
54,18.147465926595,17.5549883069471,6,2,1,2,1,3,8,7,10
55,13.9861300843768,19.9034123145975,4,2,2,3,4,3,5,7,6
56,10.5263875820674,27.0213100709952,6,2,2,3,4,6,2,3,8
57,5.31618485692888,9.24921962432563,7,3,3,5,3,4,6,1,5
58,1.87689850106835,15.5688560474664,6,3,3,5,2,1,4,1,7
59,9.13479171227664,9.09201499074697,7,3,2,4,3,5,2,10,8
60,3.79057002486661,23.9751468342729,7,2,3,3,2,6,6,6,5
61,8.23602220974863,29.8957870504819,8,2,3,3,3,6,2,3,8
62,19.4008746254258,18.9835965307429,6,2,1,2,1,3,8,7,10
63,27.6669544028118,8.96890980424359,9,1,1,1,5,8,7,4,9
64,13.9966345229186,21.9660831266083,7,2,2,3,4,3,5,7,6
65,3.9689951017499,2.06730154808611,9,3,3,4,2,5,6,10,5
66,2.37298498861492,13.2232386013493,4,3,3,5,2,1,4,1,7
67,16.7434113216586,8.68851651437581,9,1,2,1,1,2,3,9,10
68,1.17645145626739,11.4675244060345,5,3,3,5,2,4,4,1,7
69,13.1732006371021,25.8395517454483,6,2,2,3,4,6,5,3,6
70,6.11734556732699,18.994625271298,3,3,3,5,3,1,6,6,5
71,0.361975547857583,8.97315738955513,7,3,3,5,2,4,4,1,1
72,27.3583697690628,19.3082840018906,8,2,1,2,5,7,7,8,9
73,5.75672754552215,5.09173097787425,7,3,3,4,3,5,6,10,5
74,24.9873498408124,14.2382668540813,7,1,1,2,5,8,7,8,9
75,18.7156186345965,13.8207404944114,6,1,1,1,1,3,8,9,10
76,10.5898854578845,23.444285178557,4,2,2,3,4,6,2,3,8
77,20.2278345962986,10.3506679530255,6,1,1,1,1,2,8,4,4
78,21.6017220611684,12.1080160257407,7,1,1,1,1,8,8,8,4
79,18.5412410739809,29.1627847705968,7,2,1,3,1,7,8,5,10
80,4.51580961467698,12.0476556918584,6,3,3,5,3,4,6,1,5
81,20.1100699743256,14.9317813944072,6,1,1,2,1,3,8,8,4
82,7.04889505170286,5.85158761125058,8,3,3,4,3,5,6,10,5
83,19.2387965298258,17.475341996178,4,2,1,2,1,3,8,7,4
84,16.4079168392345,28.6322649079375,7,2,2,3,1,7,3,5,10
85,18.3939457987435,22.9262616857886,6,2,1,2,1,7,8,7,10
86,24.0271025220864,22.3501271707937,5,2,1,2,5,7,7,2,9
87,10.1038611726835,6.82907881680876,7,3,2,4,4,5,2,10,8
88,15.0254561472684,4.50307910330594,5,1,2,1,4,2,5,10,6
89,13.5541024105623,10.4697009106167,3,1,2,1,4,2,5,9,6
90,2.53406577045098,7.73780548246577,8,3,3,4,2,4,4,1,1
91,19.7619680548087,20.809812520165,4,2,1,2,1,7,8,7,4
92,1.43483533523977,29.3959335400723,6,2,3,3,2,6,4,6,7
93,10.5977723468095,15.9697766206227,1,3,2,5,4,3,2,9,2
94,22.1683730604127,29.489052859135,-1,2,1,2,5,7,1,2,4
95,10.2317011496052,16.7711561196484,3,3,2,5,4,3,2,9,2
96,11.5459172031842,22.3907531308942,6,2,2,3,4,6,2,3,8
97,22.143675070256,24.3031339603476,4,2,1,2,5,7,8,2,4
98,28.5279314336367,2.56554813589901,8,1,1,1,5,8,7,4,9
99,17.6655657333322,21.3047940912656,5,2,1,2,1,7,8,7,10
100,6.23424859950319,25.8657937170938,7,2,3,3,3,6,6,3,5
