"X","position_x","position_y","time_of_infected","xytmodes","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
1,13.5437072999775,24.2150265933014,9,2,1,1,3,1,5,5,6,7
2,8.08088027173653,18.4464417840354,8,2,1,3,2,3,5,3,2,2
3,19.5129622402601,0.58472259901464,8,1,3,2,4,4,4,8,5,4
4,9.34177778894082,24.087854961399,9,2,1,1,3,1,3,3,6,2
5,25.0888949772343,4.50211440911517,-1,1,2,2,4,5,4,1,4,6
6,20.6964715872891,11.5945922001265,0,1,2,2,4,4,8,2,1,4
7,17.0362232322805,28.3646284416318,-1,2,1,1,3,4,2,2,6,1
8,13.6417219997384,2.24638841114938,3,1,3,1,5,4,1,7,5,1
9,13.055056608282,29.7769131045789,7,2,1,1,3,1,3,5,6,7
10,5.14006192563102,21.3422258757055,9,2,1,3,2,3,7,4,10,3
11,20.7727633835748,8.26490670209751,1,1,2,2,4,4,8,2,1,4
12,26.9172143074684,28.9781995816156,11,2,2,2,1,5,2,1,7,9
13,13.0264597968198,28.4922994743101,10,2,1,1,3,1,3,5,6,7
14,2.25476820487529,21.4234583848156,10,2,1,3,2,2,7,6,10,10
15,16.8042036728002,7.3516914783977,4,1,3,1,5,4,8,2,1,1
16,24.136891043745,14.0566499554552,5,1,2,2,1,5,6,8,3,8
17,2.66467094421387,21.5903857955709,11,2,1,3,2,2,7,6,10,10
18,20.885749196168,3.34698557853699,9,1,3,2,4,5,4,8,4,8
19,1.33477262221277,28.8267565355636,11,2,1,3,2,2,3,6,8,10
20,22.2261635097675,1.81600025156513,8,1,3,2,4,5,4,8,4,8
21,15.0243890262209,12.1285510179587,6,1,3,1,5,4,8,5,1,7
22,0.298310536891222,18.9052455243655,9,2,1,3,2,2,7,6,10,10
23,10.256967516616,18.4905780223198,5,2,1,1,2,1,5,7,2,2
24,9.59164383122697,18.4357071155682,6,2,1,1,2,1,5,3,2,2
25,14.5250751147978,2.09764139028266,3,1,3,1,5,4,1,2,5,1
26,0.182728813961148,29.9956877971999,12,2,1,3,2,2,3,6,8,10
27,1.2442594813183,18.4029299207032,10,2,1,3,2,2,7,6,10,10
28,3.90772260027006,17.0729100122117,11,2,1,3,2,2,7,6,10,10
29,9.49860871536657,24.1151525150053,8,2,1,1,3,1,3,3,6,2
30,14.4476701319218,20.0277210236527,11,2,1,1,3,1,5,5,6,7
31,4.25187648274004,20.4162032296881,9,2,1,3,2,3,7,4,10,3
32,27.480330162216,2.81150661176071,9,1,2,2,4,5,4,1,4,9
33,28.4091532719322,5.23307156050578,8,1,2,2,4,5,4,1,4,9
34,16.1467115487903,0.184849330689758,4,1,3,1,5,4,1,2,5,1
35,10.4346067621373,6.88746149651706,5,1,3,1,5,1,1,7,9,2
36,13.7291501113214,24.5159324677661,10,2,1,1,3,1,5,5,6,7
37,16.7200102633797,15.2431009872817,9,2,2,1,1,4,8,5,1,7
38,9.30915493983775,17.7690569031984,6,2,1,1,2,1,5,3,2,2
39,24.1730630840175,16.947850829456,9,1,2,2,1,5,6,8,3,8
40,10.5843403050676,24.8448814451694,9,2,1,1,3,1,3,3,6,2
41,19.4041013787501,22.409410206601,10,2,2,2,1,4,2,8,7,4
42,6.90335719613358,9.86984220100567,15,2,3,3,5,3,1,4,9,5
43,15.6658581853844,20.5474092531949,9,2,1,1,3,4,5,5,6,7
44,20.7256869412959,10.4029215336777,3,1,2,2,4,4,8,2,1,4
45,23.8606246397831,10.4777651256882,6,1,2,2,4,5,6,8,3,8
46,16.1947976821102,19.0398905659094,10,2,2,1,1,4,5,5,6,7
47,26.8551763286814,15.2640854311176,9,1,2,2,1,5,6,1,3,9
48,27.8131520538591,5.87740933522582,7,1,2,2,4,5,4,1,4,9
49,24.2996437568218,24.6143843256868,12,2,2,2,1,5,2,8,7,8
50,9.64590424206108,16.8411644501612,7,2,1,1,2,1,5,3,2,2
51,5.58089112164453,19.8523186636157,8,2,1,3,2,3,7,4,10,3
52,22.5020101200789,1.56735612312332,7,1,3,2,4,5,4,8,4,8
53,5.56253714952618,15.0767569220625,10,2,1,3,2,3,7,4,2,3
54,16.4094591862522,12.4017758946866,7,1,2,1,5,4,8,5,1,7
55,1.1011785431765,22.8131984523498,12,2,1,3,2,2,7,6,10,10
56,7.98802612815052,26.8212321773171,7,2,1,3,3,3,3,3,8,2
57,18.8153491378762,28.3798384666443,-1,2,1,2,3,4,2,2,7,1
58,23.2679449114949,19.7891048924066,8,2,2,2,1,5,6,8,7,8
59,8.14495711354539,20.3905061935075,13,2,1,3,2,3,5,4,2,5
60,6.86851563630626,26.3292030547746,8,2,1,3,3,3,3,4,8,3
61,27.563705239445,18.5928836697713,6,1,2,2,1,5,6,1,3,9
62,9.13884430658072,1.74092721892521,7,1,3,1,5,1,1,3,9,2
63,20.3520396980457,26.0225918423384,6,2,2,2,1,4,2,8,7,4
64,11.6505599347875,4.49118486838415,7,1,3,1,5,1,1,3,5,2
65,23.5796711733565,10.3345677978359,7,1,2,2,4,5,6,8,3,8
66,24.2316994420253,13.6819063033909,6,1,2,2,1,5,6,8,3,8
67,3.00571391126141,15.5368629307486,11,2,1,3,2,2,7,6,10,10
68,21.317071155645,1.22675448423252,6,1,3,2,4,5,4,8,4,4
69,12.523596889805,2.38641748437658,4,1,3,1,5,1,1,7,5,1
70,28.6357995076105,11.7966769100167,8,1,2,2,4,5,6,1,3,9
71,6.81741499342024,29.9009939585812,8,2,1,3,3,3,3,4,8,3
72,21.4224298205227,21.4076951821335,6,2,2,2,1,5,2,8,7,4
73,22.9851059638895,0.344183351844549,8,1,3,2,4,5,4,8,4,8
74,4.28450543666258,0.444931683596224,-1,1,3,3,5,3,1,7,9,3
75,28.8290052255616,8.01382563309744,11,1,2,2,4,5,4,1,4,9
76,13.096436932683,4.59629118209705,7,1,3,1,5,1,1,5,5,7
77,27.8058147244155,12.2996939532459,9,1,2,2,4,5,6,1,3,9
78,17.8604105324484,6.97493790183216,5,1,3,1,5,4,8,2,1,4
79,8.84443021612242,5.08211286272854,12,1,3,3,5,3,1,4,9,5
80,12.6402187510394,22.7882764278911,10,2,1,1,3,1,5,5,6,7
81,0.706161127891392,20.1551311486401,11,2,1,3,2,2,7,6,10,10
82,11.6377847129479,21.4798569842242,11,2,1,1,3,1,5,5,6,7
83,15.2654279605485,1.45580863114446,2,1,3,1,5,4,1,2,5,1
84,2.20749854575843,21.6260192566551,10,2,1,3,2,2,7,6,10,10
85,22.6334713306278,16.6131873847917,9,1,2,2,1,5,6,8,3,8
86,3.22571708355099,26.7649146588519,13,2,1,3,2,2,3,6,8,10
87,5.6725238612853,14.8815807374194,11,2,1,3,2,3,7,4,2,5
88,3.24805459706113,22.891744247172,12,2,1,3,2,2,7,6,10,10
89,27.7913076477125,26.5034725097939,-1,3,2,2,1,5,2,1,7,6
90,5.47727060504258,7.54276667023078,13,1,3,3,5,3,1,4,9,5
91,15.3185663209297,8.99597083451226,2,1,3,1,5,4,8,2,1,1
92,15.6522229104303,15.6021094461903,9,2,2,1,1,4,8,5,1,7
93,1.86559986323118,16.594234930817,11,2,1,3,2,2,7,6,10,10
94,12.8418962820433,6.36934538371861,9,1,3,1,5,1,1,5,5,7
95,26.2145504239015,17.0705000613816,8,1,2,2,1,5,6,1,3,9
96,9.5898141246289,11.60673862556,8,2,3,1,5,1,1,3,2,2
97,15.4609635542147,27.1277945232578,11,2,1,1,3,1,2,5,6,7
98,1.87457432504743,21.0264112427831,11,2,1,3,2,2,7,6,10,10
99,6.76552129676566,26.5896792942658,7,2,1,3,3,3,3,4,8,3
100,28.5004017851315,5.13865479966626,8,1,2,2,4,5,4,1,4,9
