"X","position_x","position_y","time_of_infected","xytmodes","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
1,9.72892632940784,29.6853836090304,5,2,1,3,3,4,6,5,9,5
2,12.2009765426628,15.6825380260125,6,1,2,3,4,5,8,5,3,7
3,10.4001754545607,11.4902504277416,3,1,2,3,4,4,7,4,4,5
4,2.64080604538321,29.6625726856291,2,2,1,1,3,1,1,1,10,1
5,15.3292955411598,9.18609190033749,6,1,2,3,1,5,7,6,2,3
6,0.546178745571524,14.0401364257559,0,1,2,1,4,1,2,1,6,1
7,16.7368745128624,24.3424293631688,10,2,1,3,2,2,5,8,1,8
8,9.7094573546201,6.0586515837349,3,1,2,3,1,4,7,4,4,5
9,19.0968802990392,13.2509994925931,8,1,3,2,5,2,4,8,5,8
10,11.3591503514908,6.23365511884913,6,1,2,3,1,4,7,5,4,7
11,29.5931216329336,7.50633018789813,7,1,3,2,5,3,3,2,8,10
12,9.1717832791619,16.9191723573022,7,2,1,3,4,4,8,5,3,6
13,9.88556665834039,3.1143734883517,6,1,2,3,1,4,7,5,4,7
14,15.3390118433163,3.27043749857694,5,1,2,3,1,5,7,6,2,3
15,25.5854791332968,1.73237429000437,6,1,3,2,5,3,3,2,8,10
16,13.5047173476778,3.81833174731582,4,1,2,3,1,5,7,6,4,3
17,9.40615626750514,23.3441487746313,6,2,1,3,3,4,8,5,3,6
18,11.8203739961609,24.9422987457365,6,2,1,3,3,4,6,5,9,7
19,4.96790321543813,27.2525550518185,4,2,1,1,3,1,1,7,10,9
20,9.2008774029091,27.5395187479444,4,2,1,3,3,4,6,4,9,5
21,16.1866605654359,16.5185428247787,3,1,1,3,2,5,4,6,1,3
22,25.8985896944068,18.4430709457956,5,2,3,2,2,3,4,2,5,10
23,4.09271355019882,12.9120815824717,5,1,2,1,4,1,2,7,6,9
24,10.8826956572011,19.8638779507019,7,2,1,3,3,4,8,5,3,7
25,13.1498133600689,3.81047281203791,4,1,2,3,1,5,7,6,4,3
26,4.87528206780553,9.7578215575777,4,1,2,1,4,1,2,7,6,9
27,10.4587491159327,27.5993712572381,6,2,1,3,3,4,6,5,9,7
28,11.2088629882783,25.8853814355098,7,2,1,3,3,4,6,5,9,7
29,13.7234170222655,29.9538841098547,7,2,1,3,3,5,6,6,9,3
30,29.9445112561807,4.38918038969859,8,1,3,2,5,3,3,2,8,10
31,11.0041766543873,25.1198137225583,6,2,1,3,3,4,6,5,9,7
32,25.0042636063881,12.0874337595887,6,1,3,2,5,3,4,3,5,2
33,24.1946311248466,2.4854864529334,7,1,3,2,5,3,3,3,8,2
34,7.89289263775572,24.501905052457,7,2,1,3,3,4,6,4,9,6
35,6.92497184732929,5.09988559875637,5,1,2,1,1,4,7,4,4,6
36,25.300798562821,24.9964367947541,9,2,1,2,2,3,5,2,7,10
37,29.7168157598935,7.26708901813254,6,1,3,2,5,3,3,2,8,10
38,8.58995651593432,18.5172136570327,6,2,1,3,4,4,8,4,3,6
39,14.7896930691786,28.7873294739984,5,2,1,3,3,5,6,6,9,3
40,18.8746866141446,22.306041077245,6,2,1,2,2,2,5,8,1,8
41,9.01583658764139,6.42007539980114,4,1,2,3,1,4,7,4,4,5
42,12.4115380598232,8.78780557075515,7,1,2,3,1,5,7,5,4,7
43,21.3792314822786,16.9258699729107,7,2,3,2,2,2,4,3,5,2
44,3.70373381534591,14.5076471124776,6,1,2,1,4,1,2,7,6,9
45,18.3460489148274,13.5382672422566,8,1,3,2,5,2,4,8,5,8
46,21.2932569812983,12.8860795148648,8,1,3,2,5,2,4,3,5,2
47,9.43983437027782,28.3703453186899,6,2,1,3,3,4,6,5,9,6
48,11.4530509966426,21.0532430838794,7,2,1,3,3,4,8,5,3,7
49,19.6066068043001,26.3949142210186,7,2,1,2,2,2,5,8,1,8
50,7.79708228074014,29.8850556649268,3,2,1,3,3,4,6,4,9,5
51,15.9931519534439,3.71602353639901,6,1,2,3,1,5,7,6,2,3
52,10.3916066209786,3.07493973523378,7,1,2,3,1,4,7,5,4,7
53,8.15282564610243,20.3900836058892,7,2,1,3,3,4,8,4,3,6
54,28.2963036093861,1.08773898566142,6,1,3,2,5,3,3,2,8,10
55,27.6070269034244,3.48956805188209,9,1,3,2,5,3,3,2,8,10
56,6.77867659600452,10.4054123628885,5,1,2,1,4,4,2,4,6,6
57,8.40047095902264,7.30248985346407,3,1,2,3,1,4,7,4,4,5
58,13.7480896851048,3.67312614340335,3,1,2,3,1,5,7,6,4,3
59,20.579705236014,22.884154364001,7,2,1,2,2,2,5,3,1,2
60,18.8333690841682,23.4095887723379,6,2,1,2,2,2,5,8,1,8
61,2.01718710595742,29.7239869670011,4,2,1,1,3,1,1,1,10,1
62,5.09706455050036,11.5750295924954,2,1,2,1,4,1,2,7,6,9
63,15.8514608046971,19.1755161783658,7,2,1,3,2,5,8,6,1,3
64,29.7134017758071,24.3536136299372,12,2,3,2,2,3,5,2,7,10
65,0.442917253822088,28.6399435484782,5,2,1,1,3,1,1,1,10,1
66,27.7917381422594,14.7779906960204,9,1,3,2,5,3,4,2,5,10
67,9.32065951405093,18.2181204110384,7,2,1,3,4,4,8,5,3,6
68,20.994405162055,4.86966575263068,6,1,3,2,5,2,3,3,2,2
69,20.0489521049894,3.5769925871864,6,1,3,2,5,2,3,8,2,8
70,17.5877644610591,0.904880790039897,9,1,2,2,1,2,7,8,2,8
71,15.9711858420633,24.1096516046673,9,2,1,3,2,5,5,8,1,8
72,2.44601721642539,10.1314656226896,4,1,2,1,4,1,2,1,6,1
73,20.8788382750936,3.91969553427771,5,1,3,2,5,2,3,3,2,2
74,10.9867332642898,27.8130827005953,5,2,1,3,3,4,6,5,9,7
75,10.3304230445065,28.7542583676986,5,2,1,3,3,4,6,5,9,7
76,10.3782950271852,0.573181360960007,7,1,2,3,1,4,7,5,4,7
77,17.9562637698837,10.0658170552924,7,1,3,2,5,2,4,8,2,8
78,26.3542023324408,6.69197768205777,9,1,3,2,5,3,3,2,8,10
79,27.7515651052818,25.1732906070538,13,2,3,2,2,3,5,2,7,10
80,24.9908972508274,26.7172011500224,-1,2,1,2,2,3,5,3,7,4
81,1.52954127872363,27.9523086198606,3,2,1,1,3,1,1,1,10,1
82,25.7872411678545,14.3449974199757,7,1,3,2,5,3,4,2,5,10
83,14.1427340707742,1.49711390957236,5,1,2,3,1,5,7,6,4,3
84,23.5426298039965,2.22790830535814,7,1,3,2,5,3,3,3,8,2
85,22.0413553272374,29.322790838778,11,2,1,2,2,2,5,3,7,2
86,4.48376904241741,20.2736858348362,4,2,1,1,4,1,8,7,3,9
87,21.7136720870622,10.8305968204513,7,1,3,2,5,2,4,3,5,2
88,17.5302032148466,7.65566394897178,9,1,3,2,1,2,7,8,2,8
89,10.0181976333261,9.9934134632349,1,1,2,3,1,4,7,4,4,5
90,18.2914926228113,21.898748818785,7,2,1,2,2,2,5,8,1,8
91,1.79135595448315,9.46714710909873,5,1,2,1,4,1,2,1,6,1
92,8.41931278584525,6.85640860581771,4,1,2,3,1,4,7,4,4,5
93,7.68573004519567,29.5803009322844,4,2,1,3,3,4,6,4,9,5
94,3.30671007977799,25.6955487211235,5,2,1,1,3,1,1,7,10,9
95,22.1147614298388,14.9711772892624,5,1,3,2,5,2,4,3,5,2
96,22.8404524759389,7.77593411738053,5,1,3,2,5,2,3,3,2,2
97,24.0069791232236,20.7959023467265,13,2,3,2,2,3,5,2,7,2
98,10.3129441430792,5.93452254775912,4,1,2,3,1,4,7,5,4,5
99,1.29775651730597,14.7142654331401,3,1,2,1,4,1,2,1,6,1
100,2.54535276442766,24.5886676898226,5,2,1,1,3,1,1,1,10,1
