"X","position_x","position_y","time_of_infected","xytmodes","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
1,22.7957384032197,23.2323490083218,8,2,2,3,5,2,4,7,9,10
2,20.7373396167532,2.91775213787332,9,2,1,3,4,2,5,1,2,6
3,21.8497185758315,19.4175732694566,9,2,2,3,5,2,4,7,6,6
4,8.61054928041995,6.6278326115571,5,1,1,2,2,1,6,6,4,2
5,6.56308941543102,3.36609805002809,8,1,1,1,2,3,6,6,4,2
6,4.81665946310386,28.3954616077244,0,1,3,1,1,3,7,5,8,4
7,29.6982138301246,12.1780743473209,7,2,2,3,4,4,2,2,7,3
8,13.4467356442474,13.1572725204751,7,1,1,2,2,5,3,3,5,9
9,19.5240040845238,17.599011361599,8,2,2,3,5,2,4,1,6,8
10,10.526560137514,28.8498173444532,5,1,3,2,1,1,7,8,8,2
11,4.86450639786199,14.7206297074445,2,1,3,1,3,3,1,5,10,4
12,0.384931534063071,2.22898349398747,7,1,1,1,2,3,6,4,4,1
13,10.1242348761298,22.2827257588506,5,1,3,2,1,1,7,8,3,2
14,23.4253050433472,15.445047437679,6,2,2,3,4,2,2,7,6,10
15,11.2211288628168,19.0068066003732,5,1,3,2,3,1,1,8,3,9
16,2.41617071209475,19.8003621445969,6,1,3,1,3,3,1,4,10,1
17,9.98109884094447,29.748974586837,8,1,3,2,1,1,7,8,8,2
18,19.3299540574662,13.4415796771646,9,2,2,3,4,2,3,1,6,8
19,28.9841357781552,26.7464071302675,7,2,2,3,5,4,8,2,1,3
20,28.7972432328388,9.94770540157333,6,2,2,3,4,4,2,2,7,3
21,18.9163920027204,27.6220475952141,8,2,2,3,5,2,4,1,9,8
22,21.5610700123943,10.749406311661,8,2,2,3,4,2,2,7,6,6
23,16.5247975406237,27.420595404692,8,1,3,2,1,5,4,3,9,7
24,8.50209090393037,10.8563334541395,6,1,1,2,2,1,6,6,5,2
25,20.5040198424831,20.1565611432306,7,2,2,3,5,2,4,1,9,6
26,7.92294938815758,13.5422274051234,3,1,3,1,3,1,1,6,10,2
27,24.6754119358957,16.4325844519772,7,2,2,3,4,4,2,7,6,5
28,18.1222699256614,25.6924118916504,8,2,2,3,5,2,4,1,9,8
29,4.91971865063533,20.0292939017527,2,1,3,1,3,3,1,5,10,4
30,27.3855595733039,25.8944122446701,7,2,2,3,5,4,8,2,1,3
31,2.42398518137634,14.6493853186257,2,1,3,1,3,3,1,5,10,4
32,13.5002135415561,25.5719109624624,10,1,3,2,1,5,7,3,3,7
33,6.15805181208998,14.9902256322093,5,1,3,1,3,3,1,6,10,4
34,13.5366145544685,11.5042913798243,7,1,1,2,2,5,3,3,5,9
35,22.0129904709756,24.7059728926979,9,2,2,3,5,2,4,7,9,6
36,4.25816712202504,17.1947001619264,4,1,3,1,3,3,1,5,10,4
37,14.7265494754538,7.51678652828559,7,1,1,2,2,5,3,3,5,7
38,13.2277813833207,15.5615424178541,7,1,3,2,3,5,3,3,5,9
39,2.6561375730671,12.4167888122611,8,1,3,1,3,3,1,4,10,1
40,11.6586587391794,28.5550655191764,6,1,3,2,1,1,7,8,8,9
41,10.8255922864191,18.1441873172298,5,1,3,2,3,1,1,8,3,9
42,25.3581656212918,20.8481810521334,8,2,2,3,5,4,8,2,1,5
43,12.1544794435613,24.2659021890722,7,1,3,2,1,1,7,8,3,9
44,22.9883901821449,12.3286174284294,5,2,2,3,4,2,2,7,6,10
45,27.1554534975439,9.70192983979359,6,2,2,3,4,4,2,2,7,3
46,26.8361120321788,4.44425249705091,6,2,2,3,4,4,5,2,2,3
47,18.9637099066749,10.3238645824604,10,2,1,3,4,2,3,1,6,8
48,12.1473252098076,14.2946601728909,7,1,1,2,3,1,3,8,5,9
49,22.6965898624621,14.7709574410692,6,2,2,3,4,2,2,7,6,10
50,25.94830339076,22.3661132482812,9,2,2,3,5,4,8,2,1,5
51,16.1092827748507,8.22910350048915,7,1,1,2,2,5,3,3,5,7
52,9.10070474725217,1.05922399554402,5,1,1,2,2,1,6,6,4,2
53,10.121874504257,3.21172825992107,8,1,1,2,2,1,6,8,4,2
54,22.445142196957,14.7559494129382,5,2,2,3,4,2,2,7,6,10
55,15.0540298596025,14.4383331667632,8,1,1,2,2,5,3,3,5,7
56,4.21656697522849,8.0488665564917,7,1,1,1,2,3,6,4,4,1
57,21.9556642463431,14.4365824386477,6,2,2,3,4,2,2,7,6,10
58,25.2534081204794,11.6151048406027,8,2,2,3,4,4,2,2,7,5
59,25.8050828031264,9.04240210773423,7,2,2,3,4,4,2,2,7,5
60,25.2828984917141,11.8345211260021,7,2,2,3,4,4,2,2,7,5
61,3.56740897055715,27.9107064614072,4,1,3,1,1,3,7,5,8,4
62,13.4780580899678,10.4319035634398,6,1,1,2,2,5,3,3,5,9
63,10.4316895175725,23.1147538335063,4,1,3,2,1,1,7,8,3,2
64,14.7790049551986,2.293886016123,11,1,1,2,2,5,5,3,2,7
65,19.6399790095165,28.9046164811589,9,2,2,3,5,2,4,1,9,8
66,27.7268418925814,27.1067903190851,6,2,2,3,5,4,8,2,1,3
67,11.269025746733,26.9421025388874,7,1,3,2,1,1,7,8,8,9
68,15.09353852598,9.66545816045254,6,1,1,2,2,5,3,3,5,7
69,18.0093245767057,20.8436866826378,12,2,2,3,5,2,4,1,9,8
70,23.0324915377423,10.6389217008837,8,2,2,3,4,2,2,7,7,10
71,1.62111504469067,12.7843694295734,9,1,3,1,3,3,1,4,10,1
72,11.3587977667339,5.63121682265773,6,1,1,2,2,1,6,8,4,9
73,7.59768052725121,7.6380834588781,6,1,1,1,2,1,6,6,4,2
74,2.81022552167997,27.0281961956061,5,1,3,1,1,3,7,4,8,1
75,27.8841634606943,14.3151709693484,4,2,2,3,4,4,2,2,7,3
76,26.5704208798707,9.91953432792798,6,2,2,3,4,4,2,2,7,3
77,6.719637257047,21.7846711305901,2,1,3,1,3,3,1,6,3,4
78,3.74407725641504,15.961879841052,1,1,3,1,3,3,1,5,10,4
79,12.0602775737643,10.7211631187238,6,1,1,2,2,1,3,8,5,9
80,10.0831160112284,15.3073548618704,4,1,3,2,3,1,1,8,5,2
81,27.587264617905,24.4425738346763,8,2,2,3,5,4,8,2,1,3
82,19.6280092466623,3.1953322305344,10,2,1,3,4,2,5,1,2,8
