"X","position_x","position_y","time_of_infected","xytmodes","k3","kt3","k5","kt5","k8","kt8","k10","kt10"
83,11.8946706689894,6.70593114104122,4,1,1,2,2,1,6,8,4,9
84,0.33085462404415,19.5760593283921,9,1,3,1,3,3,1,4,10,1
85,12.0247270166874,12.5362344249152,5,1,1,2,2,1,3,8,5,9
86,22.6924644503742,4.64046671055257,8,2,1,3,4,2,5,7,2,10
87,24.1524530388415,15.5317815137096,7,2,2,3,4,4,2,7,6,5
88,27.5933412602171,24.5213202363811,9,2,2,3,5,4,8,2,1,3
89,27.4311702721752,9.95500541757792,5,2,2,3,4,4,2,2,7,3
90,13.5822899336927,29.2928722151555,7,1,3,2,1,5,7,3,8,9
91,6.60493895877153,28.5366068012081,3,1,3,1,1,3,7,6,8,4
92,5.27258096728474,6.7680890718475,7,1,1,1,2,3,6,6,4,1
93,16.6440868587233,16.1767859361134,9,2,2,2,4,5,3,3,6,7
94,9.41055538365617,4.85386015148833,6,1,1,2,2,1,6,8,4,2
95,17.038323583547,23.8581108651124,6,1,2,2,5,5,4,3,9,7
96,18.6780213285238,4.4759803195484,9,2,1,3,4,2,5,1,2,8
97,21.3960634893738,5.57447153376415,6,2,1,3,4,2,5,7,2,10
98,24.7060587443411,4.61423317668959,9,2,1,3,4,4,5,7,2,5
99,22.5815980648622,6.55653251800686,8,2,1,3,4,2,5,7,2,10
100,6.94558445597067,5.86393311386928,7,1,1,1,2,3,6,6,4,2
